date_sample_collection;acari_20;data_type;id_sample;other_bfs;ab_araneae;araneae_01;araneae_05;diplura_20;diptera_01;id_level_1;id_level_2;id_level_3;isopoda_10;protura_20;diptera_l10;symphyla_20;ab_chilopoda;ab_diplopoda;chilopoda_10;chilopoda_20;country_code;diplopoda_10;diplopoda_20;hemiptera_01;opiliones_10;pauropoda_20;ab_coleoptera;ab_collembola;coleoptera_01;coleoptera_05;coleoptera_10;coleoptera_15;coleoptera_20;collembola_01;collembola_02;collembola_04;collembola_06;collembola_08;collembola_10;collembola_20;dermaptera_01;embioptera_10;palpigradi_20;psocoptera_01;ab_hymenoptera;coleoptera_l10;hymenoptera_01;hymenoptera_05;main_prog_name;precision_date;pseudoscorp_20;additional_name;hymenoptera_l10;thysanoptera_01;acari_number_taxa;id_sampling_point;level_1_scale_obs;level_2_scale_obs;level_3_scale_obs;list_of_other_bfs;enchytraeus_abundance;enchytreids_r_strategist_abundance;hymenoptera_number_taxa;ab_enchytreids_abundance;mesofauna_number_species;enchytreids_number_species;enchytreids_k_strategist_abundance
date:2019-09-20T00:00:00:yyyy-MM-dd;4800;Data Mesofauna;;0;0;0;0;0;0;LOV_3;NA;2;0;0;400;100;0;0;0;0;IT;0;0;100;0;0;100;900;0;0;100;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;0;100;0;0;soil4life;D;0;;0;0;;2019-09-20_D_IT_SOIL4LIFE_F_LOV_3_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2019-09-20T00:00:00:yyyy-MM-dd;5500;Data Mesofauna;;0;100;100;0;0;0;LOV_3;NA;3;0;0;0;0;300;0;200;100;IT;0;0;0;0;0;200;600;200;0;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;0;200;0;0;soil4life;D;0;;0;0;;2019-09-20_D_IT_SOIL4LIFE_F_LOV_3_NA_NA_P_3;F;NA;P;;;;0;;;;
date:2019-09-20T00:00:00:yyyy-MM-dd;5400;Data Mesofauna;;100;100;NA;-99;0;0;LOV_4;NA;1;0;0;0;400;300;400;0;300;IT;0;400;100;0;300;200;7700;200;0;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;0;200;0;0;soil4life;D;0;;0;0;;2019-09-20_D_IT_SOIL4LIFE_F_LOV_4_NA_NA_P_1;F;NA;P;;;;0;;;;
date:2019-09-20T00:00:00:yyyy-MM-dd;10600;Data Mesofauna;;0;0;0;0;0;0;LOV_4;NA;2;0;0;0;300;200;200;0;200;IT;0;200;0;0;0;600;4200;600;0;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;0;0;0;0;soil4life;D;0;;0;100;;2019-09-20_D_IT_SOIL4LIFE_F_LOV_4_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2019-09-20T00:00:00:yyyy-MM-dd;5900;Data Mesofauna;;0;200;NA;-99;0;0;LOV_4;NA;3;0;0;0;0;300;0;0;300;IT;0;0;400;0;0;200;2900;NA;-99;0;0;0;NA;NA;NA;NA;NA;NA;300;0;0;0;0;0;300;0;0;soil4life;D;0;;0;200;;2019-09-20_D_IT_SOIL4LIFE_F_LOV_4_NA_NA_P_3;F;NA;P;;;;0;;;;
date:2019-09-20T00:00:00:yyyy-MM-dd;19900;Data Mesofauna;;0;0;0;0;0;0;PED_1;NA;1;0;0;100;0;0;0;0;0;IT;0;0;200;0;0;500;3000;NA;-99;0;0;0;NA;NA;NA;NA;NA;NA;800;0;0;0;0;0;1100;0;0;soil4life;D;0;;0;0;;2019-09-20_D_IT_SOIL4LIFE_F_PED_1_NA_NA_P_1;F;NA;P;;;;0;;;;
date:2019-09-20T00:00:00:yyyy-MM-dd;10900;Data Mesofauna;;0;0;0;0;0;0;PED_1;NA;2;0;0;300;0;0;0;0;0;IT;0;0;0;0;0;700;1700;NA;-99;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;0;600;0;0;soil4life;D;0;;0;0;;2019-09-20_D_IT_SOIL4LIFE_F_PED_1_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2019-09-20T00:00:00:yyyy-MM-dd;12200;Data Mesofauna;;0;0;0;0;0;0;PED_1;NA;3;0;0;500;0;0;0;0;0;IT;0;0;100;0;0;400;800;NA;-99;0;0;0;NA;NA;NA;NA;NA;NA;200;0;0;0;0;200;0;200;0;soil4life;D;0;;0;100;;2019-09-20_D_IT_SOIL4LIFE_F_PED_1_NA_NA_P_3;F;NA;P;;;;NA;;;;
date:2019-09-20T00:00:00:yyyy-MM-dd;10200;Data Mesofauna;;100;0;0;0;0;0;PED_2;NA;1;0;0;200;0;0;0;0;0;IT;0;0;0;0;0;500;11400;NA;-99;0;0;0;NA;NA;NA;NA;NA;-99;0;0;0;0;0;0;0;0;0;soil4life;D;0;;0;0;;2019-09-20_D_IT_SOIL4LIFE_F_PED_2_NA_NA_P_1;F;NA;P;;;;0;;;;
date:2019-09-20T00:00:00:yyyy-MM-dd;8000;Data Mesofauna;;0;0;0;0;0;0;PED_2;NA;2;0;0;200;0;0;0;0;0;IT;0;0;100;0;0;100;2700;100;0;0;0;0;NA;NA;NA;NA;NA;NA;300;0;0;0;0;0;400;0;0;soil4life;D;0;;0;0;;2019-09-20_D_IT_SOIL4LIFE_F_PED_2_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2019-09-20T00:00:00:yyyy-MM-dd;10300;Data Mesofauna;;0;200;NA;-99;0;0;PED_2;NA;3;0;0;100;100;0;0;0;0;IT;0;0;2000;0;0;400;5300;400;0;0;0;0;NA;NA;NA;NA;NA;NA;500;0;0;0;0;0;0;0;0;soil4life;D;0;;0;0;;2019-09-20_D_IT_SOIL4LIFE_F_PED_2_NA_NA_P_3;F;NA;P;;;;0;;;;
date:2019-09-20T00:00:00:yyyy-MM-dd;23300;Data Mesofauna;;0;0;0;0;0;0;PED_3;NA;1;0;0;0;0;100;0;0;100;IT;0;0;100;0;0;300;1500;NA;-99;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;0;0;0;0;soil4life;D;0;;0;0;;2019-09-20_D_IT_SOIL4LIFE_F_PED_3_NA_NA_P_1;F;NA;P;;;;0;;;;
date:2019-09-20T00:00:00:yyyy-MM-dd;33000;Data Mesofauna;;0;0;0;0;0;0;PED_3;NA;2;0;0;200;0;200;0;0;200;IT;0;0;0;0;0;100;1500;100;0;0;0;0;NA;NA;NA;NA;NA;-99;0;0;0;0;0;0;800;0;0;soil4life;D;0;;0;0;;2019-09-20_D_IT_SOIL4LIFE_F_PED_3_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2019-09-20T00:00:00:yyyy-MM-dd;30300;Data Mesofauna;;0;0;0;0;0;0;PED_3;NA;3;0;0;100;0;0;0;0;0;IT;0;0;0;0;0;0;1000;0;0;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;0;0;0;0;soil4life;D;0;;0;0;;2019-09-20_D_IT_SOIL4LIFE_F_PED_3_NA_NA_P_3;F;NA;P;;;;0;;;;
date:2020-10-20T00:00:00:yyyy-MM-dd;1000;Data Mesofauna;;0;0;0;0;0;0;PED_4;NA;1;0;0;100;0;0;0;0;0;IT;0;0;0;0;0;0;2200;0;0;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;0;0;0;0;soil4life;D;0;;0;0;;2020-10-20_D_IT_SOIL4LIFE_F_PED_4_NA_NA_P_1;F;NA;P;;;;0;;;;
date:2020-10-20T00:00:00:yyyy-MM-dd;1300;Data Mesofauna;;0;0;0;0;0;0;PED_4;NA;2;0;0;400;0;0;0;0;0;IT;0;0;0;0;0;0;1900;0;0;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;0;0;0;0;soil4life;D;0;;0;0;;2020-10-20_D_IT_SOIL4LIFE_F_PED_4_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2020-10-20T00:00:00:yyyy-MM-dd;2800;Data Mesofauna;;100;0;0;0;0;0;PED_4;NA;3;0;0;100;0;0;0;0;0;IT;0;0;100;0;0;100;5200;0;100;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;100;0;200;0;0;soil4life;D;0;;0;0;;2020-10-20_D_IT_SOIL4LIFE_F_PED_4_NA_NA_P_3;F;NA;P;;;;0;;;;
date:2020-10-20T00:00:00:yyyy-MM-dd;700;Data Mesofauna;;300;0;0;0;0;0;NEO_1;NA;1;0;0;0;0;0;0;0;0;IT;0;0;0;0;0;0;1600;0;0;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;100;0;100;0;0;soil4life;D;0;;0;0;;2020-10-20_D_IT_SOIL4LIFE_F_NEO_1_NA_NA_P_1;F;NA;P;;;;0;;;;
date:2020-10-20T00:00:00:yyyy-MM-dd;2100;Data Mesofauna;;100;0;0;0;0;0;NEO_1;NA;2;0;0;100;0;0;0;0;0;IT;0;0;0;0;0;0;6100;0;0;0;0;0;NA;NA;NA;NA;NA;NA;3600;0;0;0;0;0;0;0;0;soil4life;D;0;;0;0;;2020-10-20_D_IT_SOIL4LIFE_F_NEO_1_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2020-10-20T00:00:00:yyyy-MM-dd;3900;Data Mesofauna;;100;0;0;0;0;0;NEO_1;NA;3;0;0;200;0;100;0;0;100;IT;0;0;0;0;0;0;8900;0;0;0;0;0;NA;NA;NA;NA;NA;NA;4500;0;0;0;0;100;0;0;100;soil4life;D;0;;0;0;;2020-10-20_D_IT_SOIL4LIFE_F_NEO_1_NA_NA_P_3;F;NA;P;;;;NA;;;;
date:2019-09-20T00:00:00:yyyy-MM-dd;3800;Data Mesofauna;;0;0;0;0;0;0;NEO_2;NA;1;0;0;0;0;100;0;0;100;IT;0;0;100;0;0;100;7800;100;0;0;0;0;NA;NA;NA;NA;NA;NA;300;0;0;0;0;0;100;0;0;soil4life;D;0;;0;0;;2019-09-20_D_IT_SOIL4LIFE_F_NEO_2_NA_NA_P_1;F;NA;P;;;;0;;;;
date:2019-09-20T00:00:00:yyyy-MM-dd;5200;Data Mesofauna;;0;100;100;0;0;0;NEO_2;NA;2;0;0;100;0;0;0;0;0;IT;0;0;100;0;0;100;15800;100;0;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;0;0;0;0;soil4life;D;0;;0;0;;2019-09-20_D_IT_SOIL4LIFE_F_NEO_2_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2019-09-20T00:00:00:yyyy-MM-dd;500;Data Mesofauna;;0;0;0;0;0;0;NEO_2;NA;3;0;0;0;0;0;0;0;0;IT;0;0;100;0;0;0;11800;0;0;0;0;0;NA;NA;NA;NA;NA;NA;300;0;0;0;0;0;100;0;0;soil4life;D;0;;0;100;;2019-09-20_D_IT_SOIL4LIFE_F_NEO_2_NA_NA_P_3;F;NA;P;;;;0;;;;
date:2020-10-20T00:00:00:yyyy-MM-dd;600;Data Mesofauna;;0;0;0;0;0;0;NEO_3;NA;1;0;0;1000;0;0;0;0;0;IT;0;0;100;0;0;100;2100;100;0;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;100;100;0;100;soil4life;D;0;;0;0;;2020-10-20_D_IT_SOIL4LIFE_F_NEO_3_NA_NA_P_1;F;NA;P;;;;NA;;;;
date:2020-10-20T00:00:00:yyyy-MM-dd;2200;Data Mesofauna;;0;0;0;0;0;0;NEO_3;NA;2;0;0;1300;0;0;0;0;0;IT;0;0;0;0;0;0;1800;0;0;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;0;400;0;0;soil4life;D;0;;0;0;;2020-10-20_D_IT_SOIL4LIFE_F_NEO_3_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2020-10-20T00:00:00:yyyy-MM-dd;800;Data Mesofauna;;0;100;NA;-99;0;0;NEO_3;NA;3;0;0;7800;0;0;0;0;0;IT;0;0;0;0;0;0;600;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;200;0;0;soil4life;D;0;;0;0;;2020-10-20_D_IT_SOIL4LIFE_F_NEO_3_NA_NA_P_3;F;NA;P;;;;0;;;;
date:2020-10-20T00:00:00:yyyy-MM-dd;3900;Data Mesofauna;;300;100;100;0;0;0;NEO_4;NA;1;0;0;100;0;0;0;0;0;IT;0;0;300;0;0;100;700;100;0;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;0;200;0;0;soil4life;D;0;;0;0;;2020-10-20_D_IT_SOIL4LIFE_F_NEO_4_NA_NA_P_1;F;NA;P;;;;0;;;;
date:2020-10-20T00:00:00:yyyy-MM-dd;3500;Data Mesofauna;;0;200;NA;-99;0;0;NEO_4;NA;2;0;0;100;0;0;0;0;0;IT;0;0;100;0;0;0;2300;0;0;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;0;0;0;0;soil4life;D;0;;0;0;;2020-10-20_D_IT_SOIL4LIFE_F_NEO_4_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2020-10-20T00:00:00:yyyy-MM-dd;3700;Data Mesofauna;;0;0;0;0;0;0;NEO_4;NA;3;0;0;200;0;0;0;0;0;IT;0;0;300;0;0;0;2200;0;0;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;0;200;0;0;soil4life;D;0;;0;0;;2020-10-20_D_IT_SOIL4LIFE_F_NEO_4_NA_NA_P_3;F;NA;P;;;;0;;;;
date:2020-10-20T00:00:00:yyyy-MM-dd;4800;Data Mesofauna;;0;600;600;0;0;0;COL_1;NA;1;0;0;1000;0;0;0;0;0;IT;0;0;600;0;0;200;14900;200;0;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;0;0;0;0;soil4life;D;0;;0;0;;2020-10-20_D_IT_SOIL4LIFE_F_COL_1_NA_NA_P_1;F;NA;P;;;;0;;;;
date:2020-10-20T00:00:00:yyyy-MM-dd;1700;Data Mesofauna;;0;200;NA;-99;0;0;COL_1;NA;2;0;0;300;0;0;0;0;0;IT;0;0;0;0;0;0;6400;0;0;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;0;0;0;0;soil4life;D;0;;0;0;;2020-10-20_D_IT_SOIL4LIFE_F_COL_1_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2020-10-20T00:00:00:yyyy-MM-dd;4000;Data Mesofauna;;0;200;NA;-99;0;0;COL_1;NA;3;0;100;600;0;0;0;0;0;IT;0;0;100;0;0;200;12000;200;0;0;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;0;1300;0;NA;-99;soil4life;D;0;;0;200;;2020-10-20_D_IT_SOIL4LIFE_F_COL_1_NA_NA_P_3;F;NA;P;;;;NA;;;;
date:2020-10-20T00:00:00:yyyy-MM-dd;3400;Data Mesofauna;;0;0;0;0;0;0;COL_2;NA;1;0;0;500;0;0;0;0;0;IT;0;0;200;0;0;100;13300;0;0;0;0;100;NA;NA;NA;NA;NA;NA;100;0;0;0;0;100;400;0;100;soil4life;D;0;;0;0;;2020-10-20_D_IT_SOIL4LIFE_F_COL_2_NA_NA_P_1;F;NA;P;;;;NA;;;;
date:2020-10-20T00:00:00:yyyy-MM-dd;1000;Data Mesofauna;;0;0;0;0;0;0;COL_2;NA;2;0;0;0;0;0;0;0;0;IT;0;0;100;0;0;0;3000;0;0;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;200;100;NA;-99;soil4life;D;0;;0;0;;2020-10-20_D_IT_SOIL4LIFE_F_COL_2_NA_NA_P_2;F;NA;P;;;;NA;;;;
date:2020-10-20T00:00:00:yyyy-MM-dd;6200;Data Mesofauna;;0;0;0;0;0;0;COL_2;NA;3;0;0;0;0;0;0;0;0;IT;0;0;300;0;0;0;21200;0;0;0;0;0;NA;NA;NA;NA;NA;-99;100;0;0;0;0;0;100;0;0;soil4life;D;0;;0;100;;2020-10-20_D_IT_SOIL4LIFE_F_COL_2_NA_NA_P_3;F;NA;P;;;;0;;;;
date:2020-10-20T00:00:00:yyyy-MM-dd;16900;Data Mesofauna;;0;100;100;0;0;0;COL_3;NA;1;0;0;300;0;0;0;0;0;IT;0;0;300;0;0;300;16300;NA;-99;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;0;1000;0;0;soil4life;D;0;;0;0;;2020-10-20_D_IT_SOIL4LIFE_F_COL_3_NA_NA_P_1;F;NA;P;;;;0;;;;
date:2020-10-20T00:00:00:yyyy-MM-dd;3900;Data Mesofauna;;200;0;0;0;0;0;COL_3;NA;2;0;0;1300;0;0;0;0;0;IT;0;0;0;0;0;100;3500;0;100;0;0;0;NA;NA;NA;NA;NA;-99;100;0;0;0;0;100;600;0;100;soil4life;D;0;;0;0;;2020-10-20_D_IT_SOIL4LIFE_F_COL_3_NA_NA_P_2;F;NA;P;;;;NA;;;;
date:2020-10-20T00:00:00:yyyy-MM-dd;10000;Data Mesofauna;;0;0;0;0;0;0;COL_3;NA;3;0;0;400;0;100;0;0;100;IT;0;0;0;0;0;0;19600;0;0;0;0;0;NA;NA;NA;NA;NA;-99;0;0;0;0;0;100;900;0;100;soil4life;D;0;;0;0;;2020-10-20_D_IT_SOIL4LIFE_F_COL_3_NA_NA_P_3;F;NA;P;;;;NA;;;;
date:2020-10-20T00:00:00:yyyy-MM-dd;2900;Data Mesofauna;;0;0;0;0;0;0;COL_4;NA;1;0;0;3500;0;0;0;0;0;IT;0;0;0;0;0;100;5900;100;0;0;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;700;0;0;soil4life;D;0;;0;0;;2020-10-20_D_IT_SOIL4LIFE_F_COL_4_NA_NA_P_1;F;NA;P;;;;0;;;;
date:2020-10-20T00:00:00:yyyy-MM-dd;1800;Data Mesofauna;;200;0;0;0;0;0;COL_4;NA;2;0;0;1200;0;0;0;0;0;IT;0;0;0;0;0;100;8300;0;0;0;0;100;NA;NA;NA;NA;NA;NA;100;0;0;0;0;0;900;0;0;soil4life;D;0;;0;0;;2020-10-20_D_IT_SOIL4LIFE_F_COL_4_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2020-10-20T00:00:00:yyyy-MM-dd;900;Data Mesofauna;;100;0;0;0;0;0;COL_4;NA;3;0;0;2800;0;0;0;0;0;IT;0;0;0;0;0;200;1900;200;0;0;0;0;NA;NA;NA;NA;NA;-99;0;0;0;0;0;0;1900;0;0;soil4life;D;0;;0;0;;2020-10-20_D_IT_SOIL4LIFE_F_COL_4_NA_NA_P_3;F;NA;P;;;;0;;;;
date:2021-04-24T00:00:00:yyyy-MM-dd;5800;Data Mesofauna;;0;0;0;0;0;0;LOV_1;NA;1;0;0;1500;0;0;0;0;0;IT;0;0;0;0;0;400;11700;NA;NA;-99;0;0;NA;NA;NA;NA;NA;NA;400;0;0;0;0;100;300;100;0;soil4life;D;0;;0;300;;2021-04-24_D_IT_SOIL4LIFE_F_LOV_1_NA_NA_P_1;F;NA;P;;;;NA;;;;
date:2021-04-24T00:00:00:yyyy-MM-dd;1800;Data Mesofauna;;0;300;NA;-99;0;0;LOV_1;NA;2;0;0;100;0;0;0;0;0;IT;0;0;0;0;0;100;7000;0;0;100;0;0;NA;NA;NA;NA;NA;NA;200;0;0;0;0;200;1900;NA;-99;soil4life;D;0;;0;100;;2021-04-24_D_IT_SOIL4LIFE_F_LOV_1_NA_NA_P_2;F;NA;P;;;;NA;;;;
date:2021-04-24T00:00:00:yyyy-MM-dd;5500;Data Mesofauna;;0;0;0;0;0;0;LOV_1;NA;3;0;0;600;0;0;0;0;0;IT;0;0;0;0;0;200;17200;NA;-99;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;100;1200;100;0;soil4life;D;0;;0;0;;2021-04-24_D_IT_SOIL4LIFE_F_LOV_1_NA_NA_P_3;F;NA;P;;;;NA;;;;
date:2021-04-24T00:00:00:yyyy-MM-dd;51000;Data Mesofauna;;0;0;0;0;0;0;LOV_2;NA;1;0;0;1800;0;0;0;0;0;IT;0;0;100;0;100;100;42000;0;0;100;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;600;700;NA;-99;soil4life;D;0;;0;0;;2021-04-24_D_IT_SOIL4LIFE_F_LOV_2_NA_NA_P_1;F;NA;P;;;;NA;;;;
date:2021-04-24T00:00:00:yyyy-MM-dd;11000;Data Mesofauna;;0;0;0;0;0;0;LOV_2;NA;2;0;0;900;0;0;0;0;0;IT;0;0;0;0;0;300;9700;NA;-99;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;0;1500;0;0;soil4life;D;0;;0;0;;2021-04-24_D_IT_SOIL4LIFE_F_LOV_2_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2021-04-24T00:00:00:yyyy-MM-dd;13500;Data Mesofauna;;0;100;NA;-99;0;0;LOV_2;NA;3;0;0;1200;0;0;0;0;0;IT;0;0;0;0;0;100;7400;0;100;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;0;1100;0;0;soil4life;D;0;;0;0;;2021-04-24_D_IT_SOIL4LIFE_F_LOV_2_NA_NA_P_3;F;NA;P;;;;0;;;;
date:2021-04-24T00:00:00:yyyy-MM-dd;6500;Data Mesofauna;;0;200;NA;-99;0;0;LOV_3;NA;1;0;0;300;0;100;0;0;100;IT;0;0;0;0;0;200;6700;NA;-99;0;0;0;NA;NA;NA;NA;NA;NA;600;0;0;0;0;0;200;0;0;soil4life;D;0;;0;0;;2021-04-24_D_IT_SOIL4LIFE_F_LOV_3_NA_NA_P_1;F;NA;P;;;;0;;;;
date:2021-04-24T00:00:00:yyyy-MM-dd;7000;Data Mesofauna;;0;0;0;0;0;0;LOV_3;NA;2;0;0;100;0;200;0;0;200;IT;0;0;0;0;0;700;5800;NA;-99;0;0;0;NA;NA;NA;NA;NA;NA;300;0;0;0;0;0;200;0;0;soil4life;D;0;;0;0;;2021-04-24_D_IT_SOIL4LIFE_F_LOV_3_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2021-04-24T00:00:00:yyyy-MM-dd;5500;Data Mesofauna;;0;0;0;0;0;0;LOV_3;NA;3;0;0;400;0;200;0;0;200;IT;0;0;0;0;0;100;3800;0;100;0;0;0;NA;NA;NA;NA;NA;-99;100;0;0;0;0;0;0;0;0;soil4life;D;0;;0;0;;2021-04-24_D_IT_SOIL4LIFE_F_LOV_3_NA_NA_P_3;F;NA;P;;;;0;;;;
date:2021-04-24T00:00:00:yyyy-MM-dd;2600;Data Mesofauna;;0;0;0;0;0;0;LOV_4;NA;1;0;0;300;300;0;0;0;0;IT;0;0;0;0;0;0;7700;0;0;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;0;200;0;0;soil4life;D;0;;0;100;;2021-04-24_D_IT_SOIL4LIFE_F_LOV_4_NA_NA_P_1;F;NA;P;;;;0;;;;
date:2021-04-24T00:00:00:yyyy-MM-dd;4500;Data Mesofauna;;100;100;NA;-99;0;0;LOV_4;NA;2;0;0;500;3400;0;0;0;0;IT;0;0;0;0;0;0;4200;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;500;0;0;soil4life;D;0;;0;0;;2021-04-24_D_IT_SOIL4LIFE_F_LOV_4_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2021-04-24T00:00:00:yyyy-MM-dd;2800;Data Mesofauna;;0;100;NA;-99;0;0;LOV_4;NA;3;0;0;100;400;0;0;0;0;IT;0;0;0;0;0;0;2000;0;0;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;0;600;0;0;soil4life;D;0;;0;0;;2021-04-24_D_IT_SOIL4LIFE_F_LOV_4_NA_NA_P_3;F;NA;P;;;;0;;;;
date:2021-04-17T00:00:00:yyyy-MM-dd;3900;Data Mesofauna;;0;0;0;0;0;0;PED_1;NA;1;0;0;14500;0;0;0;0;0;IT;0;0;0;0;0;100;4100;100;0;0;0;0;NA;NA;NA;NA;NA;-99;0;0;0;0;0;0;400;0;0;soil4life;D;0;;0;0;;2021-04-17_D_IT_SOIL4LIFE_F_PED_1_NA_NA_P_1;F;NA;P;;;;0;;;;
date:2021-04-17T00:00:00:yyyy-MM-dd;3400;Data Mesofauna;;0;0;0;0;0;0;PED_1;NA;2;0;0;14900;0;0;0;0;0;IT;0;0;0;0;0;100;3800;0;100;0;0;0;NA;NA;NA;NA;NA;NA;200;0;0;0;100;0;200;0;0;soil4life;D;0;;0;0;;2021-04-17_D_IT_SOIL4LIFE_F_PED_1_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2021-04-17T00:00:00:yyyy-MM-dd;2000;Data Mesofauna;;0;0;0;0;0;0;PED_1;NA;3;0;0;5700;0;0;0;0;0;IT;0;0;0;0;0;100;2200;0;100;0;0;0;NA;NA;NA;NA;NA;-99;0;0;0;0;0;0;100;0;0;soil4life;D;0;;0;0;;2021-04-17_D_IT_SOIL4LIFE_F_PED_1_NA_NA_P_3;F;NA;P;;;;0;;;;
date:2021-04-17T00:00:00:yyyy-MM-dd;3000;Data Mesofauna;;0;0;0;0;0;0;PED_2;NA;1;0;0;1000;0;0;0;0;0;IT;0;0;0;0;0;100;800;0;0;100;0;0;NA;NA;NA;NA;NA;-99;0;0;0;0;0;0;0;0;0;soil4life;D;0;;0;0;;2021-04-17_D_IT_SOIL4LIFE_F_PED_2_NA_NA_P_1;F;NA;P;;;;0;;;;
date:2021-04-17T00:00:00:yyyy-MM-dd;3000;Data Mesofauna;;0;0;0;0;0;0;PED_2;NA;2;0;0;1100;0;0;0;0;0;IT;0;0;0;0;0;0;2500;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;100;0;0;soil4life;D;0;;0;0;;2021-04-17_D_IT_SOIL4LIFE_F_PED_2_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2021-04-17T00:00:00:yyyy-MM-dd;3300;Data Mesofauna;;0;0;0;0;0;0;PED_2;NA;3;0;0;1700;0;0;0;0;0;IT;0;0;0;0;0;600;2500;NA;-99;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;0;100;0;0;soil4life;D;0;;0;0;;2021-04-17_D_IT_SOIL4LIFE_F_PED_2_NA_NA_P_3;F;NA;P;;;;0;;;;
date:2021-04-17T00:00:00:yyyy-MM-dd;2000;Data Mesofauna;;0;0;0;0;0;0;PED_3;NA;1;0;0;300;0;0;0;0;0;IT;0;0;0;0;0;0;2000;0;0;0;0;0;NA;NA;NA;NA;NA;-99;200;0;0;0;100;0;100;0;0;soil4life;D;0;;0;0;;2021-04-17_D_IT_SOIL4LIFE_F_PED_3_NA_NA_P_1;F;NA;P;;;;0;;;;
date:2021-04-17T00:00:00:yyyy-MM-dd;2400;Data Mesofauna;;0;100;100;0;0;0;PED_3;NA;2;0;0;300;0;0;0;0;0;IT;0;0;0;0;0;0;11200;0;0;0;0;0;NA;NA;NA;NA;NA;NA;700;0;0;0;0;0;200;0;0;soil4life;D;0;;0;0;;2021-04-17_D_IT_SOIL4LIFE_F_PED_3_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2021-04-17T00:00:00:yyyy-MM-dd;1200;Data Mesofauna;;0;0;0;0;0;0;PED_3;NA;3;0;0;200;0;100;0;0;100;IT;0;0;0;0;0;100;2300;0;100;0;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;soil4life;D;0;;0;0;;2021-04-17_D_IT_SOIL4LIFE_F_PED_3_NA_NA_P_3;F;NA;P;;;;0;;;;
date:2021-04-17T00:00:00:yyyy-MM-dd;1800;Data Mesofauna;;100;0;0;0;0;0;PED_4;NA;1;0;0;400;0;0;0;0;0;IT;0;0;0;0;0;0;6800;0;0;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;0;0;0;0;soil4life;D;0;;0;0;;2021-04-17_D_IT_SOIL4LIFE_F_PED_4_NA_NA_P_1;F;NA;P;;;;0;;;;
