extraction_method;date_sample_collect;precision_date;id_level_1;id_level_2;id_level_3;level_1_scale_obs;level_2_scale_obs;level_3_scale_obs;main_prog_name;additional_name;data_type;id_sample;type_data;assay_scope;country_code;sampling_method;id_sampling_point;sampling_reference;extraction_duration;extraction_mesh_size;extraction_reference;extraction_soil_weight;sampled_area_for_each_subsample
Berlese-Tullgren;date:2021-04-24T00:00:00:yyyy-MM-dd;D;LOV_2;NA;3;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-24_D_IT_SOIL4LIFE_F_LOV_2_NA_NA_P_3;;;2;;;
Berlese-Tullgren;date:2021-04-24T00:00:00:yyyy-MM-dd;D;LOV_3;NA;1;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-24_D_IT_SOIL4LIFE_F_LOV_3_NA_NA_P_1;;;2;;;
Berlese-Tullgren;date:2021-04-24T00:00:00:yyyy-MM-dd;D;LOV_3;NA;2;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-24_D_IT_SOIL4LIFE_F_LOV_3_NA_NA_P_2;;;2;;;
Berlese-Tullgren;date:2021-04-24T00:00:00:yyyy-MM-dd;D;LOV_3;NA;3;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-24_D_IT_SOIL4LIFE_F_LOV_3_NA_NA_P_3;;;2;;;
Berlese-Tullgren;date:2021-04-24T00:00:00:yyyy-MM-dd;D;LOV_4;NA;1;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-24_D_IT_SOIL4LIFE_F_LOV_4_NA_NA_P_1;;;2;;;
Berlese-Tullgren;date:2021-04-24T00:00:00:yyyy-MM-dd;D;LOV_4;NA;2;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-24_D_IT_SOIL4LIFE_F_LOV_4_NA_NA_P_2;;;2;;;
Berlese-Tullgren;date:2021-04-24T00:00:00:yyyy-MM-dd;D;LOV_4;NA;3;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-24_D_IT_SOIL4LIFE_F_LOV_4_NA_NA_P_3;;;2;;;
Berlese-Tullgren;date:2021-04-17T00:00:00:yyyy-MM-dd;D;PED_1;NA;1;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-17_D_IT_SOIL4LIFE_F_PED_1_NA_NA_P_1;;;2;;;
Berlese-Tullgren;date:2021-04-17T00:00:00:yyyy-MM-dd;D;PED_1;NA;2;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-17_D_IT_SOIL4LIFE_F_PED_1_NA_NA_P_2;;;2;;;
Berlese-Tullgren;date:2021-04-17T00:00:00:yyyy-MM-dd;D;PED_1;NA;3;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-17_D_IT_SOIL4LIFE_F_PED_1_NA_NA_P_3;;;2;;;
Berlese-Tullgren;date:2021-04-17T00:00:00:yyyy-MM-dd;D;PED_2;NA;1;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-17_D_IT_SOIL4LIFE_F_PED_2_NA_NA_P_1;;;2;;;
Berlese-Tullgren;date:2021-04-17T00:00:00:yyyy-MM-dd;D;PED_2;NA;2;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-17_D_IT_SOIL4LIFE_F_PED_2_NA_NA_P_2;;;2;;;
Berlese-Tullgren;date:2021-04-17T00:00:00:yyyy-MM-dd;D;PED_2;NA;3;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-17_D_IT_SOIL4LIFE_F_PED_2_NA_NA_P_3;;;2;;;
Berlese-Tullgren;date:2021-04-17T00:00:00:yyyy-MM-dd;D;PED_3;NA;1;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-17_D_IT_SOIL4LIFE_F_PED_3_NA_NA_P_1;;;2;;;
Berlese-Tullgren;date:2021-04-17T00:00:00:yyyy-MM-dd;D;PED_3;NA;2;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-17_D_IT_SOIL4LIFE_F_PED_3_NA_NA_P_2;;;2;;;
Berlese-Tullgren;date:2021-04-17T00:00:00:yyyy-MM-dd;D;PED_3;NA;3;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-17_D_IT_SOIL4LIFE_F_PED_3_NA_NA_P_3;;;2;;;
Berlese-Tullgren;date:2021-04-17T00:00:00:yyyy-MM-dd;D;PED_4;NA;1;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-17_D_IT_SOIL4LIFE_F_PED_4_NA_NA_P_1;;;2;;;
Berlese-Tullgren;date:2021-04-17T00:00:00:yyyy-MM-dd;D;PED_4;NA;2;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-17_D_IT_SOIL4LIFE_F_PED_4_NA_NA_P_2;;;2;;;
Berlese-Tullgren;date:2021-04-17T00:00:00:yyyy-MM-dd;D;PED_4;NA;3;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-17_D_IT_SOIL4LIFE_F_PED_4_NA_NA_P_3;;;2;;;
Berlese-Tullgren;date:2021-04-24T00:00:00:yyyy-MM-dd;D;NEO_1;NA;1;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-24_D_IT_SOIL4LIFE_F_NEO_1_NA_NA_P_1;;;2;;;
Berlese-Tullgren;date:2021-04-24T00:00:00:yyyy-MM-dd;D;NEO_1;NA;2;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-24_D_IT_SOIL4LIFE_F_NEO_1_NA_NA_P_2;;;2;;;
Berlese-Tullgren;date:2021-04-24T00:00:00:yyyy-MM-dd;D;NEO_1;NA;3;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-24_D_IT_SOIL4LIFE_F_NEO_1_NA_NA_P_3;;;2;;;
Berlese-Tullgren;date:2021-04-24T00:00:00:yyyy-MM-dd;D;NEO_2;NA;1;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-24_D_IT_SOIL4LIFE_F_NEO_2_NA_NA_P_1;;;2;;;
Berlese-Tullgren;date:2021-04-24T00:00:00:yyyy-MM-dd;D;NEO_2;NA;2;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-24_D_IT_SOIL4LIFE_F_NEO_2_NA_NA_P_2;;;2;;;
Berlese-Tullgren;date:2021-04-24T00:00:00:yyyy-MM-dd;D;NEO_2;NA;3;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-24_D_IT_SOIL4LIFE_F_NEO_2_NA_NA_P_3;;;2;;;
Berlese-Tullgren;date:2021-04-24T00:00:00:yyyy-MM-dd;D;NEO_3;NA;1;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-24_D_IT_SOIL4LIFE_F_NEO_3_NA_NA_P_1;;;2;;;
Berlese-Tullgren;date:2021-04-24T00:00:00:yyyy-MM-dd;D;NEO_3;NA;2;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-24_D_IT_SOIL4LIFE_F_NEO_3_NA_NA_P_2;;;2;;;
Berlese-Tullgren;date:2021-04-24T00:00:00:yyyy-MM-dd;D;NEO_3;NA;3;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-24_D_IT_SOIL4LIFE_F_NEO_3_NA_NA_P_3;;;2;;;
Berlese-Tullgren;date:2021-04-24T00:00:00:yyyy-MM-dd;D;NEO_4;NA;1;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-24_D_IT_SOIL4LIFE_F_NEO_4_NA_NA_P_1;;;2;;;
Berlese-Tullgren;date:2021-04-24T00:00:00:yyyy-MM-dd;D;NEO_4;NA;2;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-24_D_IT_SOIL4LIFE_F_NEO_4_NA_NA_P_2;;;2;;;
Berlese-Tullgren;date:2021-04-24T00:00:00:yyyy-MM-dd;D;NEO_4;NA;3;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-24_D_IT_SOIL4LIFE_F_NEO_4_NA_NA_P_3;;;2;;;
Berlese-Tullgren;date:2021-04-17T00:00:00:yyyy-MM-dd;D;COL_1;NA;1;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-17_D_IT_SOIL4LIFE_F_COL_1_NA_NA_P_1;;;2;;;
Berlese-Tullgren;date:2021-04-17T00:00:00:yyyy-MM-dd;D;COL_1;NA;2;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-17_D_IT_SOIL4LIFE_F_COL_1_NA_NA_P_2;;;2;;;
Berlese-Tullgren;date:2021-04-17T00:00:00:yyyy-MM-dd;D;COL_1;NA;3;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-17_D_IT_SOIL4LIFE_F_COL_1_NA_NA_P_3;;;2;;;
Berlese-Tullgren;date:2021-04-17T00:00:00:yyyy-MM-dd;D;COL_2;NA;1;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-17_D_IT_SOIL4LIFE_F_COL_2_NA_NA_P_1;;;2;;;
Berlese-Tullgren;date:2021-04-17T00:00:00:yyyy-MM-dd;D;COL_2;NA;2;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-17_D_IT_SOIL4LIFE_F_COL_2_NA_NA_P_2;;;2;;;
Berlese-Tullgren;date:2021-04-17T00:00:00:yyyy-MM-dd;D;COL_2;NA;3;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-17_D_IT_SOIL4LIFE_F_COL_2_NA_NA_P_3;;;2;;;
Berlese-Tullgren;date:2021-04-17T00:00:00:yyyy-MM-dd;D;COL_3;NA;1;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-17_D_IT_SOIL4LIFE_F_COL_3_NA_NA_P_1;;;2;;;
Berlese-Tullgren;date:2021-04-17T00:00:00:yyyy-MM-dd;D;COL_3;NA;2;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-17_D_IT_SOIL4LIFE_F_COL_3_NA_NA_P_2;;;2;;;
Berlese-Tullgren;date:2021-04-17T00:00:00:yyyy-MM-dd;D;COL_3;NA;3;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-17_D_IT_SOIL4LIFE_F_COL_3_NA_NA_P_3;;;2;;;
Berlese-Tullgren;date:2021-04-17T00:00:00:yyyy-MM-dd;D;COL_4;NA;1;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-17_D_IT_SOIL4LIFE_F_COL_4_NA_NA_P_1;;;2;;;
Berlese-Tullgren;date:2021-04-17T00:00:00:yyyy-MM-dd;D;COL_4;NA;2;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-17_D_IT_SOIL4LIFE_F_COL_4_NA_NA_P_2;;;2;;;
Berlese-Tullgren;date:2021-04-17T00:00:00:yyyy-MM-dd;D;COL_4;NA;3;F;NA;P;soil4life;;;;presence/absence data;the entire community;IT;;2021-04-17_D_IT_SOIL4LIFE_F_COL_4_NA_NA_P_3;;;2;;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-1;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-1_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-1;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-1_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-1;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-1_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-10;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-10_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-10;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-10_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-10;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-10_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-11;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-11_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-11;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-11_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-11;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-11_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-12;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-12_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-12;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-12_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-12;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-12_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-13;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-13_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-13;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-13_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-13;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-13_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-14;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-14_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-14;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-14_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-14;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-14_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-14T00:00:00:yyyy-MM-dd;D;E-15;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-14_D_IT_qbs_prati_F_E-15_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-14T00:00:00:yyyy-MM-dd;D;E-15;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-14_D_IT_qbs_prati_F_E-15_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-14T00:00:00:yyyy-MM-dd;D;E-15;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-14_D_IT_qbs_prati_F_E-15_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-14T00:00:00:yyyy-MM-dd;D;E-16;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-14_D_IT_qbs_prati_F_E-16_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-14T00:00:00:yyyy-MM-dd;D;E-16;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-14_D_IT_qbs_prati_F_E-16_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-14T00:00:00:yyyy-MM-dd;D;E-16;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-14_D_IT_qbs_prati_F_E-16_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-14T00:00:00:yyyy-MM-dd;D;E-17;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-14_D_IT_qbs_prati_F_E-17_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-14T00:00:00:yyyy-MM-dd;D;E-17;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-14_D_IT_qbs_prati_F_E-17_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-14T00:00:00:yyyy-MM-dd;D;E-17;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-14_D_IT_qbs_prati_F_E-17_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-14T00:00:00:yyyy-MM-dd;D;E-18;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-14_D_IT_qbs_prati_F_E-18_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-14T00:00:00:yyyy-MM-dd;D;E-18;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-14_D_IT_qbs_prati_F_E-18_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-14T00:00:00:yyyy-MM-dd;D;E-18;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-14_D_IT_qbs_prati_F_E-18_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-14T00:00:00:yyyy-MM-dd;D;E-19;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-14_D_IT_qbs_prati_F_E-19_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-14T00:00:00:yyyy-MM-dd;D;E-19;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-14_D_IT_qbs_prati_F_E-19_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-14T00:00:00:yyyy-MM-dd;D;E-19;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-14_D_IT_qbs_prati_F_E-19_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-2;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-2_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-2;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-2_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-2;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-2_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-14T00:00:00:yyyy-MM-dd;D;E-20;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-14_D_IT_qbs_prati_F_E-20_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-14T00:00:00:yyyy-MM-dd;D;E-20;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-14_D_IT_qbs_prati_F_E-20_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-14T00:00:00:yyyy-MM-dd;D;E-20;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-14_D_IT_qbs_prati_F_E-20_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-3;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-3_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-3;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-3_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-3;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-3_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-4;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-4_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-4;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-4_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-4;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-4_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-41;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-41_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-41;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-41_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-41;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-41_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-42;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-42_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-42;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-42_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-42;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-42_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-43;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-43_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-43;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-43_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-43;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-43_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-44;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-44_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-44;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-44_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-44;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-44_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-45;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-45_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-45;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-45_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-45;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-45_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-46;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-46_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-46;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-46_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
