id_sampling_point;date_sample_collection;precision_date;data_type;id_sample;id_level_1;id_level_2;id_level_3;country_code;main_prog_name;type_of_sample;additional_name;level_1_scale_obs;level_2_scale_obs;level_3_scale_obs;bacteria_ace_index;bacteria_chao1_index;bacteria_fisher_alpha;bacteria_shannon_index;bacteria_simpson_index;gp1_relative_abundance;gp2_relative_abundance;gp3_relative_abundance;gp4_relative_abundance;gp6_relative_abundance;gp7_relative_abundance;bacteria_evenness_index;bacteria_richness_index;bacteria_shan_index_log;gp10_relative_abundance;gp17_relative_abundance;gp25_relative_abundance;labrys_relative_abundance;bauldia_relative_abundance;devosia_relative_abundance;gaiella_relative_abundance;lentzea_relative_abundance;agromyce_relative_abundance;bacillus_relative_abundance;belnapia_relative_abundance;massilia_relative_abundance;nocardia_relative_abundance;opitutus_relative_abundance;acidisoma_relative_abundance;aeromonas_relative_abundance;kutzneria_relative_abundance;pirellula_relative_abundance;sorangium_relative_abundance;haliangium_relative_abundance;lysobacter_relative_abundance;microvirga_relative_abundance;mycetocola_relative_abundance;nitrospira_relative_abundance;tahibacter_relative_abundance;aquisphaera_relative_abundance;bacteria_evenness_index_method;bacteria_inverse_simpson_index;curvibacter_relative_abundance;kineosporia_relative_abundance;labilithrix_relative_abundance;marmoricola_relative_abundance;skermanella_relative_abundance;terrabacter_relative_abundance;arthrobacter_relative_abundance;bacteria_phylogenetic_diversity;blastococcus_relative_abundance;cellulomonas_relative_abundance;chondromyces_relative_abundance;chryseolinea_relative_abundance;gemmatimonas_relative_abundance;microlunatus_relative_abundance;nocardioides_relative_abundance;sphingomonas_relative_abundance;sphingopyxis_relative_abundance;streptomyces_relative_abundance;acinetobacter_relative_abundance;chelatococcus_relative_abundance;kitasatospora_relative_abundance;mycobacterium_relative_abundance;saccharothrix_relative_abundance;bradyrhizobium_relative_abundance;clostridium_xi_relative_abundance;flavobacterium_relative_abundance;micromonospora_relative_abundance;relative_abundance_bacteria_genus;relative_abundance_bacteria_value;rhodomicrobium_relative_abundance;solirubrobacter_relative_abundance;mucilaginibacter_relative_abundance;pseudorhodoferax_relative_abundance;telmatospirillum_relative_abundance;methyloversatilis_relative_abundance;pullulanibacillus_relative_abundance;thermoactinomyces_relative_abundance;cellulosimicrobium_relative_abundance;subdivision3_genera_incertae_sedis_relat_abund;spartobacteria_genera_incertae_sedis_relat_abund;latescibacteria_genera_incertae_sedis_relat_abund;bacteria_soil_subsample_mass;bacteria_sampling_metthod;bacteria_sampling_methodology_iso;bacteria_methodo_class;bacteria_sequencing_type;bacteria_molecular_marker;bacteria_sequencing_length;bact_taxon_platfotm_or_db;bacteria_taxon_database_or_pipeline;bacteria_picking_scope;date_soil_sampling_for_chemical_analysis;type_of_the_sample;soil_type_wrb;wrb_version;soil_taxonomy_version;soil_type_in_soil_taxonomy;name_local_soil_classification;soil_type_in_a_local_classification;ph_method;ph_mean;cec_mean;caco3;texture;texture_triangle;sand;sand_limit;silt;silt_limit;clay_limit;bottom_depth_of_top_layer;carbon_azote_ratio_mean;soc_mean;som_mean;soil_sample_depth;bulk_density;soil_analysis_sample_mass;soil_humidity;soil_total_depth;phosphorus_total;phosphorus_available;potassium_available;nitrogen;organic_carbon;crop_1;crop_2;crop_3;crop_rotation;irrigat_water;tillage_depth;farming_system;grazing_method;tillage_method;tillage_season;tillage_system;type_main_crop;cropping_system;drainage_system;fertilizer_type;irrigation_type;livestock_breed;fertilization_method;insect_appli_rate;pest_control_type;landuse_1_year_ago;landuse_3_year_ago;landuse_4_year_ago;landuse_2_years_ago;landuse_5_years_ago;landuse_6_years_ago;miticide_appli_rate;total_plant_biomass;fungicide_appli_rate;herbicide_appli_rate;insect_pest_control_method;organic_matter_input;pest_control_method_microbioconsortia;nematicide_appli_rate;organic_matter_amount;bactericide_appli_rate;yield_of_sampling_year;fungicide_pest_control_method;herbicide_pest_control_method;molluscicide_appli_rate;nematicide_pest_control_method;pheromones_pest_control_method;single_inoculant_pest_control_method;bactericide_pest_control_method;molluscicid_pest_control_method;number_of_husbandry_animals;pest_control_metthod_miticide;soilsolariz_pest_control_method;publication_year;project_acronym;project_name;contributor_name;contributor_email;contributor_instit;data_owner;dataset_title;literature_title;doi;journal_name;book_title;source_type;volume_number;scale_project;spacial_level;upload_to_gbif;upload_to_other_databases;link_to_ncbi_or_other_database;date_start_experiment;date_end_experiment;longitude;latitude;altitude;study_landuse;experimental_type;total_experiment_duration;experiment_duration_mean;mean_temperature_of_the_day;source_of_climate_data;year_precipitation;air_humidity
2011-08-04_D_IT_VC_SOIL_T_Upland_block_2_P_1;date:2011-08-04T00:00:00:yyyy-MM-dd;D;;VC_SOIL_upland_2_1;Upland;2;1;IT;vc_soil;composite;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;block;P;932.551637116024;873.241071428571;277.761078211931;5.65533236131238;0.992361180729508;;;;;;;;549;;;;;0;0.002816901408451;0.0018779342723;;0.002816901408451;;0.005633802816901;;0.003380281690141;;0.003755868544601;;;;0.003098591549296;0.007981220657277;0.002048655569782;0;;;0.004577464788732;;;;130.910283983672;;0;;0;;0.005633802816901;0.009859154929577;;;;;;0.003943661971831;;0.002012072434608;0.003380281690141;0;0.000469483568075;0;;;0.001408450704225;;0;;0.005633802816901;;NULL;NULL;0.001408450704225;0;;;;;;;;;;;;soil_core;;sequencing;targeted;16S-V3–V4 hypervariable region;GREATERTHANSIGN300_bp;silva;QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0;otu;;composite;;;;;;USDA Classification;;6.46;11.4;;loam;;44.0;;46.9;;;;11.0;8.8;15.1;20.0;1.2;;;;;;;;;cereal;;;No;clear_water;;conventional_farming;;;;;;monoculture;subsurface_drainage;;flood_irrigation;;broadcast_fertilization;;;arable_land;arable_land;arable_land;arable_land;arable_land;arable_land;;;;;;;;;;;;;;;;;;;;;;;2020;RISINNOVA;RISINNOVA -INTEGRATED GENETIC AND GENOMIC APPROACHES FOR NEW ITALIAN RICE BREEDING STRATEGIES;Erica Lumini;erica.lumini@cnr.it;CNR-IPSP;Lumini Erica/Stefano Ghignone;Lumini_Italian Rice Fields_Bacteria and Fungi;Water management and phenology influence the root-associated rice field microbiota;https://doi.org/10.1093/femsec/fiaa167;FEMS Microbiology Ecology;;raw_data_project;fiaa146_96;regional;subsample;Yes;Yes;https://www.ncbi.nlm.nih.gov/bioproject/PRJNA638897;2011-06-20;2011-09-07;8.376486;45.322334;140.0;arable_land;field;6;4;12.9◦C;Meteorological station of Regional Agency for the Protection of the Environment (ARPA Piemonte) at 1.3 km from the field site];791.5 mm;
2011-08-04_D_IT_VC_SOIL_T_Upland_block_2_P_2;date:2011-08-04T00:00:00:yyyy-MM-dd;D;;VC_SOIL_upland_2_2;Upland;2;2;IT;vc_soil;composite;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;block;P;993.516842114032;925.051282051282;276.989088570483;5.68144958496278;0.99278488930323;;;;;;;;584;;;;;0;0.001288659793814;0.00085910652921;;0.002577319587629;;0.003865979381443;;0.00360824742268;;0.006872852233677;;;;0.001546391752577;0.003006872852234;0.002343017806935;0;;;0.004510309278351;;;;138.598012147985;;0.001288659793814;;0.002577319587629;;0.02319587628866;0.006443298969072;;;;;;0.002577319587629;;0;0.005498281786942;0;0.001718213058419;0;;;0.006443298969072;;0;;0;;NULL;NULL;0;0.00085910652921;;;;;;;;;;;;soil_core;;sequencing;targeted;16S-V3–V4 hypervariable region;GREATERTHANSIGN300_bp;silva;QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0;otu;;composite;;;;;;USDA Classification;;6.46;11.4;;loam;;44.0;;46.9;;;;11.0;8.8;15.1;20.0;1.2;;;;;;;;;cereal;;;No;clear_water;;conventional_farming;;;;;;monoculture;subsurface_drainage;;flood_irrigation;;broadcast_fertilization;;;arable_land;arable_land;arable_land;arable_land;arable_land;arable_land;;;;;;;;;;;;;;;;;;;;;;;2020;RISINNOVA;RISINNOVA -INTEGRATED GENETIC AND GENOMIC APPROACHES FOR NEW ITALIAN RICE BREEDING STRATEGIES;Erica Lumini;erica.lumini@cnr.it;CNR-IPSP;Lumini Erica/Stefano Ghignone;Lumini_Italian Rice Fields_Bacteria and Fungi;Water management and phenology influence the root-associated rice field microbiota;https://doi.org/10.1093/femsec/fiaa168;FEMS Microbiology Ecology;;raw_data_project;fiaa146_96;regional;subsample;Yes;Yes;https://www.ncbi.nlm.nih.gov/bioproject/PRJNA638897;2011-06-20;2011-09-07;8.376486;45.322334;140.0;arable_land;field;6;4;12.9◦C;Meteorological station of Regional Agency for the Protection of the Environment (ARPA Piemonte) at 1.3 km from the field site];791.5 mm;
2011-08-04_D_IT_VC_SOIL_T_Upland_block_2_P_3;date:2011-08-04T00:00:00:yyyy-MM-dd;D;;VC_SOIL_upland_2_3;Upland;2;3;IT;vc_soil;composite;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;block;P;989.595253416128;964.590909090909;289.483568305135;5.70357215727735;0.991303671924576;;;;;;;;658;;;;;0;0.000978473581213;0.001304631441618;;0;;0.001304631441618;;0.002739726027397;;0.004240052185258;;;;0.001956947162427;0.001956947162427;0.003558085749867;0.001956947162427;;;0.00220156555773;;;;114.991061897266;;0;;0.00587084148728;;0.003913894324853;0.004892367906067;;;;;;0.004305283757339;;0.00335476656416;0.00365296803653;0;0.000652315720809;0;;;0.001956947162427;;0;;0.00293542074364;;NULL;NULL;0;0.000652315720809;;;;;;;;;;;;soil_core;;sequencing;targeted;16S-V3–V4 hypervariable region;GREATERTHANSIGN300_bp;silva;QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0;otu;;composite;;;;;;USDA Classification;;6.46;11.4;;loam;;44.0;;46.9;;;;11.0;8.8;15.1;20.0;1.2;;;;;;;;;cereal;;;No;clear_water;;conventional_farming;;;;;;monoculture;subsurface_drainage;;flood_irrigation;;broadcast_fertilization;;;arable_land;arable_land;arable_land;arable_land;arable_land;arable_land;;;;;;;;;;;;;;;;;;;;;;;2020;RISINNOVA;RISINNOVA -INTEGRATED GENETIC AND GENOMIC APPROACHES FOR NEW ITALIAN RICE BREEDING STRATEGIES;Erica Lumini;erica.lumini@cnr.it;CNR-IPSP;Lumini Erica/Stefano Ghignone;Lumini_Italian Rice Fields_Bacteria and Fungi;Water management and phenology influence the root-associated rice field microbiota;https://doi.org/10.1093/femsec/fiaa169;FEMS Microbiology Ecology;;raw_data_project;fiaa146_96;regional;subsample;Yes;Yes;https://www.ncbi.nlm.nih.gov/bioproject/PRJNA638897;2011-06-20;2011-09-07;8.376486;45.322334;140.0;arable_land;field;6;4;12.9◦C;Meteorological station of Regional Agency for the Protection of the Environment (ARPA Piemonte) at 1.3 km from the field site];791.5 mm;
2011-09-07_D_IT_VC_ROOT_T_Lowland_block_3_P_1;date:2011-09-07T00:00:00:yyyy-MM-dd;D;;VC_ROOT_Lowland_3_1;Lowland;3;1;IT;vc_root;composite;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;block;P;283.758619741209;250.055555555556;66.248694879241;4.08174985653103;0.965928548963878;;;;;;;;112;;;;;0;0;0;;0;;0.004604051565378;;0.001104972375691;;0.000920810313076;;;;0;0.000920810313076;0;0;;;0;;;;29.3500854700855;;0;;0;;0;0;;;;;;0;;0;0;0;0;0;;;0.013812154696133;;0;;0;;NULL;NULL;0.104972375690608;0.001841620626151;;;;;;;;;;;;soil_core;;sequencing;targeted;16S-V3–V4 hypervariable region;GREATERTHANSIGN300_bp;silva;QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0;otu;;composite;;;;;;USDA Classification;;6.26;10.17;;loam;;51.4;;38.8;;;;11.0;10.0;17.1;20.0;1.2;;;;;;;;;cereal;;;No;clear_water;;conventional_farming;;;;;;monoculture;no_drainage;;flood_irrigation;;broadcast_fertilization;;;arable_land;arable_land;arable_land;arable_land;arable_land;arable_land;;;;;;;;;;;;;;;;;;;;;;;2020;RISINNOVA;RISINNOVA -INTEGRATED GENETIC AND GENOMIC APPROACHES FOR NEW ITALIAN RICE BREEDING STRATEGIES;Erica Lumini;erica.lumini@cnr.it;CNR-IPSP;Lumini Erica/Stefano Ghignone;Lumini_Italian Rice Fields_Bacteria and Fungi;Water management and phenology influence the root-associated rice field microbiota;https://doi.org/10.1093/femsec/fiaa161;FEMS Microbiology Ecology;;raw_data_project;fiaa146_96;regional;subsample;Yes;Yes;https://www.ncbi.nlm.nih.gov/bioproject/PRJNA638897;2011-06-20;2011-09-07;8.376486;45.322334;134.0;arable_land;field;6;4;12.9◦C;Meteorological station of Regional Agency for the Protection of the Environment (ARPA Piemonte) at 1.3 km from the field site];791.5 mm;
2011-09-07_D_IT_VC_ROOT_T_Lowland_block_3_P_2;date:2011-09-07T00:00:00:yyyy-MM-dd;D;;VC_ROOT_Lowland_3_2;Lowland;3;2;IT;vc_root;composite;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;block;P;398.066859569306;389.025641025641;106.09224537202;4.59833975075434;0.975867281558613;;;;;;;;218;;;;;0;0;0;;0;;0.001799856011519;;0.000863930885529;;0.001439884809215;;;;0.001295896328294;0.001079913606911;0;0.002159827213823;;;0;;;;41.437519872814;;0;;0;;0;0;;;;;;0.000431965442765;;0.002159827213823;0.000287976961843;0;0.001439884809215;0;;;0.006479481641469;;0;;0.003239740820734;;NULL;NULL;0.069114470842333;0;;;;;;;;;;;;soil_core;;sequencing;targeted;16S-V3–V4 hypervariable region;GREATERTHANSIGN300_bp;silva;QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0;otu;;composite;;;;;;USDA Classification;;6.26;10.17;;loam;;51.4;;38.8;;;;11.0;10.0;17.1;20.0;1.2;;;;;;;;;cereal;;;No;clear_water;;conventional_farming;;;;;;monoculture;no_drainage;;flood_irrigation;;broadcast_fertilization;;;arable_land;arable_land;arable_land;arable_land;arable_land;arable_land;;;;;;;;;;;;;;;;;;;;;;;2020;RISINNOVA;RISINNOVA -INTEGRATED GENETIC AND GENOMIC APPROACHES FOR NEW ITALIAN RICE BREEDING STRATEGIES;Erica Lumini;erica.lumini@cnr.it;CNR-IPSP;Lumini Erica/Stefano Ghignone;Lumini_Italian Rice Fields_Bacteria and Fungi;Water management and phenology influence the root-associated rice field microbiota;https://doi.org/10.1093/femsec/fiaa162;FEMS Microbiology Ecology;;raw_data_project;fiaa146_96;regional;subsample;Yes;Yes;https://www.ncbi.nlm.nih.gov/bioproject/PRJNA638897;2011-06-20;2011-09-07;8.376486;45.322334;134.0;arable_land;field;6;4;12.9◦C;Meteorological station of Regional Agency for the Protection of the Environment (ARPA Piemonte) at 1.3 km from the field site];791.5 mm;
2011-09-07_D_IT_VC_ROOT_T_Lowland_block_3_P_3;date:2011-09-07T00:00:00:yyyy-MM-dd;D;;VC_ROOT_Lowland_3_3;Lowland;3;3;IT;vc_root;composite;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;block;P;234.213789589929;227.25;57.7030940182243;3.90165654326054;0.943620723458484;;;;;;;;120;;;;;0;0;0;;0;;0.002478314745973;;0.06542750929368;;0;;;;0.000371747211896;0.001239157372986;0;0;;;0;;;;17.7370136926755;;0;;0;;0.011152416356877;0;;;;;;0;;0;0.002230483271375;0;0;0;;;0;;0;;0;;NULL;NULL;0.003717472118959;0;;;;;;;;;;;;soil_core;;sequencing;targeted;16S-V3–V4 hypervariable region;GREATERTHANSIGN300_bp;silva;QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0;otu;;composite;;;;;;USDA Classification;;6.26;10.17;;loam;;51.4;;38.8;;;;11.0;10.0;17.1;20.0;1.2;;;;;;;;;cereal;;;No;clear_water;;conventional_farming;;;;;;monoculture;no_drainage;;flood_irrigation;;broadcast_fertilization;;;arable_land;arable_land;arable_land;arable_land;arable_land;arable_land;;;;;;;;;;;;;;;;;;;;;;;2020;RISINNOVA;RISINNOVA -INTEGRATED GENETIC AND GENOMIC APPROACHES FOR NEW ITALIAN RICE BREEDING STRATEGIES;Erica Lumini;erica.lumini@cnr.it;CNR-IPSP;Lumini Erica/Stefano Ghignone;Lumini_Italian Rice Fields_Bacteria and Fungi;Water management and phenology influence the root-associated rice field microbiota;https://doi.org/10.1093/femsec/fiaa163;FEMS Microbiology Ecology;;raw_data_project;fiaa146_96;regional;subsample;Yes;Yes;https://www.ncbi.nlm.nih.gov/bioproject/PRJNA638897;2011-06-20;2011-09-07;8.376486;45.322334;134.0;arable_land;field;6;4;12.9◦C;Meteorological station of Regional Agency for the Protection of the Environment (ARPA Piemonte) at 1.3 km from the field site];791.5 mm;
2011-09-07_D_IT_VC_ROOT_T_Upland_block_3_P_1;date:2011-09-07T00:00:00:yyyy-MM-dd;D;;VC_ROOT_upland_3_1;Upland;3;1;IT;vc_root;composite;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;block;P;226.593232465412;192;58.5502877388787;4.09774946966792;0.965772594752187;;;;;;;;131;;;;;0.002369668246446;0;0.000789889415482;;0.040284360189574;;0.000394944707741;;0.003317535545024;;0;;;;0;0.001184834123223;0.007970702283498;0.009478672985782;;;0;;;;29.2163543441227;;0;;0;;0;0;;;;;;0;;0.000338524035207;0.00173775671406;0.014218009478673;0.030805687203792;0;;;0.011848341232228;;0;;0;;NULL;NULL;0;0;;;;;;;;;;;;soil_core;;sequencing;targeted;16S-V3–V4 hypervariable region;GREATERTHANSIGN300_bp;silva;QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0;otu;;composite;;;;;;USDA Classification;;6.46;11.4;;loam;;44.0;;46.9;;;;11.0;8.8;15.1;20.0;1.2;;;;;;;;;cereal;;;No;clear_water;;conventional_farming;;;;;;monoculture;subsurface_drainage;;flood_irrigation;;broadcast_fertilization;;;arable_land;arable_land;arable_land;arable_land;arable_land;arable_land;;;;;;;;;;;;;;;;;;;;;;;2020;RISINNOVA;RISINNOVA -INTEGRATED GENETIC AND GENOMIC APPROACHES FOR NEW ITALIAN RICE BREEDING STRATEGIES;Erica Lumini;erica.lumini@cnr.it;CNR-IPSP;Lumini Erica/Stefano Ghignone;Lumini_Italian Rice Fields_Bacteria and Fungi;Water management and phenology influence the root-associated rice field microbiota;https://doi.org/10.1093/femsec/fiaa179;FEMS Microbiology Ecology;;raw_data_project;fiaa146_96;regional;subsample;Yes;Yes;https://www.ncbi.nlm.nih.gov/bioproject/PRJNA638897;2011-06-20;2011-09-07;8.376486;45.322334;140.0;arable_land;field;6;4;12.9◦C;Meteorological station of Regional Agency for the Protection of the Environment (ARPA Piemonte) at 1.3 km from the field site];791.5 mm;
2011-09-07_D_IT_VC_ROOT_T_Upland_block_3_P_2;date:2011-09-07T00:00:00:yyyy-MM-dd;D;;VC_ROOT_upland_3_2;Upland;3;2;IT;vc_root;composite;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;block;P;381.8264014031;393.153846153846;85.1968679103835;4.48471025149005;0.976803266918321;;;;;;;;245;;;;;0.001757469244288;0;0.001757469244288;;0.038664323374341;;0.001025190392501;;0.000878734622144;;0.000146455770357;;;;0.000263620386643;0.000585823081429;0.005512062629813;0.01493848857645;;;0.000109841827768;;;;43.109518761925;;0;;0.000878734622144;;0.004393673110721;0.000878734622144;;;;;;0.000527240773286;;0.003389404971127;0.004335090802578;0.000878734622144;0.018160515524312;0;;;0.007469244288225;;0;;0;;NULL;NULL;0;0.000292911540715;;;;;;;;;;;;soil_core;;sequencing;targeted;16S-V3–V4 hypervariable region;GREATERTHANSIGN300_bp;silva;QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0;otu;;composite;;;;;;USDA Classification;;6.46;11.4;;loam;;44.0;;46.9;;;;11.0;8.8;15.1;20.0;1.2;;;;;;;;;cereal;;;No;clear_water;;conventional_farming;;;;;;monoculture;subsurface_drainage;;flood_irrigation;;broadcast_fertilization;;;arable_land;arable_land;arable_land;arable_land;arable_land;arable_land;;;;;;;;;;;;;;;;;;;;;;;2020;RISINNOVA;RISINNOVA -INTEGRATED GENETIC AND GENOMIC APPROACHES FOR NEW ITALIAN RICE BREEDING STRATEGIES;Erica Lumini;erica.lumini@cnr.it;CNR-IPSP;Lumini Erica/Stefano Ghignone;Lumini_Italian Rice Fields_Bacteria and Fungi;Water management and phenology influence the root-associated rice field microbiota;https://doi.org/10.1093/femsec/fiaa180;FEMS Microbiology Ecology;;raw_data_project;fiaa146_96;regional;subsample;Yes;Yes;https://www.ncbi.nlm.nih.gov/bioproject/PRJNA638897;2011-06-20;2011-09-07;8.376486;45.322334;140.0;arable_land;field;6;4;12.9◦C;Meteorological station of Regional Agency for the Protection of the Environment (ARPA Piemonte) at 1.3 km from the field site];791.5 mm;
2011-09-07_D_IT_VC_ROOT_T_Upland_block_3_P_3;date:2011-09-07T00:00:00:yyyy-MM-dd;D;;VC_ROOT_upland_3_3;Upland;3;3;IT;vc_root;composite;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;block;P;404.960259315226;345.789473684211;70.4900616848446;4.09122756310556;0.966947808535179;;;;;;;;135;;;;;0.003521126760563;0;0.001173708920188;;0.042253521126761;;0.000586854460094;;0.001408450704225;;0;;;;0;0.000586854460094;0.008642765685019;0;;;0;;;;30.2551799345692;;0;;0;;0.003521126760563;0;;;;;;0;;0.000503018108652;0.0018779342723;0.003521126760563;0.019953051643193;0;;;0.005281690140845;;0;;0;;NULL;NULL;0;0;;;;;;;;;;;;soil_core;;sequencing;targeted;16S-V3–V4 hypervariable region;GREATERTHANSIGN300_bp;silva;QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0;otu;;composite;;;;;;USDA Classification;;6.46;11.4;;loam;;44.0;;46.9;;;;11.0;8.8;15.1;20.0;1.2;;;;;;;;;cereal;;;No;clear_water;;conventional_farming;;;;;;monoculture;subsurface_drainage;;flood_irrigation;;broadcast_fertilization;;;arable_land;arable_land;arable_land;arable_land;arable_land;arable_land;;;;;;;;;;;;;;;;;;;;;;;2020;RISINNOVA;RISINNOVA -INTEGRATED GENETIC AND GENOMIC APPROACHES FOR NEW ITALIAN RICE BREEDING STRATEGIES;Erica Lumini;erica.lumini@cnr.it;CNR-IPSP;Lumini Erica/Stefano Ghignone;Lumini_Italian Rice Fields_Bacteria and Fungi;Water management and phenology influence the root-associated rice field microbiota;https://doi.org/10.1093/femsec/fiaa181;FEMS Microbiology Ecology;;raw_data_project;fiaa146_96;regional;subsample;Yes;Yes;https://www.ncbi.nlm.nih.gov/bioproject/PRJNA638897;2011-06-20;2011-09-07;8.376486;45.322334;140.0;arable_land;field;6;4;12.9◦C;Meteorological station of Regional Agency for the Protection of the Environment (ARPA Piemonte) at 1.3 km from the field site];791.5 mm;
2011-09-07_D_IT_VC_SOIL_T_Lowland_block_3_P_1;date:2011-09-07T00:00:00:yyyy-MM-dd;D;;VC_SOIL_Lowland_3_1;Lowland;3;1;IT;vc_soil;composite;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;block;P;1133.6927722549;1184.3671875;312.364387461852;5.90301786193364;0.993982250860128;;;;;;;;798;;;;;0;0.001712328767123;0;;0;;0.005517503805175;;0.002739726027397;;0.001902587519026;;;;0.002739726027397;0.000570776255708;0.001452885014529;0;;;0.005279680365297;;;;166.175089183143;;0;;0;;0.003424657534247;0.002283105022831;;;;;;0.001598173515982;;0.000978473581213;0.00144596651446;0;0.00076103500761;0;;;0.000570776255708;;0;;0.000570776255708;;NULL;NULL;0.000570776255708;0;;;;;;;;;;;;soil_core;;sequencing;targeted;16S-V3–V4 hypervariable region;GREATERTHANSIGN300_bp;silva;QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0;otu;;composite;;;;;;USDA Classification;;6.26;10.17;;loam;;51.4;;38.8;;;;11.0;10.0;17.1;20.0;1.2;;;;;;;;;cereal;;;No;clear_water;;conventional_farming;;;;;;monoculture;no_drainage;;flood_irrigation;;broadcast_fertilization;;;arable_land;arable_land;arable_land;arable_land;arable_land;arable_land;;;;;;;;;;;;;;;;;;;;;;;2020;RISINNOVA;RISINNOVA -INTEGRATED GENETIC AND GENOMIC APPROACHES FOR NEW ITALIAN RICE BREEDING STRATEGIES;Erica Lumini;erica.lumini@cnr.it;CNR-IPSP;Lumini Erica/Stefano Ghignone;Lumini_Italian Rice Fields_Bacteria and Fungi;Water management and phenology influence the root-associated rice field microbiota;https://doi.org/10.1093/femsec/fiaa152;FEMS Microbiology Ecology;;raw_data_project;fiaa146_96;regional;subsample;Yes;Yes;https://www.ncbi.nlm.nih.gov/bioproject/PRJNA638897;2011-06-20;2011-09-07;8.376486;45.322334;134.0;arable_land;field;6;4;12.9◦C;Meteorological station of Regional Agency for the Protection of the Environment (ARPA Piemonte) at 1.3 km from the field site];791.5 mm;
2011-09-07_D_IT_VC_SOIL_T_Lowland_block_3_P_2;date:2011-09-07T00:00:00:yyyy-MM-dd;D;;VC_SOIL_Lowland_3_2;Lowland;3;2;IT;vc_soil;composite;CREA-RIS_Research Centre for Cereal and Industrial Crops in Vercelli, Italy;T;block;P;877.373648230351;815.535714285714;256.002931029085;5.50637263541046;0.991847222222222;;;;;;;;445;;;;;0;0;0;;0;;0.004016064257028;;0.001606425702811;;0;;;;0.001606425702811;0.002008032128514;0.001095290251917;0.004016064257028;;;0.006526104417671;;;;122.657580919932;;0;;0;;0;0.006024096385542;;;;;;0.000803212851406;;0.00057372346529;0.00053547523427;0;0;0;;;0;;0;;0.002008032128514;;NULL;NULL;0;0.004016064257028;;;;;;;;;;;;soil_core;;sequencing;targeted;16S-V3–V4 hypervariable region;GREATERTHANSIGN300_bp;silva;QIIME (Quantitative Insights Into Microbial Ecology) v1.8.0;otu;;composite;;;;;;USDA Classification;;6.26;10.17;;loam;;51.4;;38.8;;;;11.0;10.0;17.1;20.0;1.2;;;;;;;;;cereal;;;No;clear_water;;conventional_farming;;;;;;monoculture;no_drainage;;flood_irrigation;;broadcast_fertilization;;;arable_land;arable_land;arable_land;arable_land;arable_land;arable_land;;;;;;;;;;;;;;;;;;;;;;;2020;RISINNOVA;RISINNOVA -INTEGRATED GENETIC AND GENOMIC APPROACHES FOR NEW ITALIAN RICE BREEDING STRATEGIES;Erica Lumini;erica.lumini@cnr.it;CNR-IPSP;Lumini Erica/Stefano Ghignone;Lumini_Italian Rice Fields_Bacteria and Fungi;Water management and phenology influence the root-associated rice field microbiota;https://doi.org/10.1093/femsec/fiaa153;FEMS Microbiology Ecology;;raw_data_project;fiaa146_96;regional;subsample;Yes;Yes;https://www.ncbi.nlm.nih.gov/bioproject/PRJNA638897;2011-06-20;2011-09-07;8.376486;45.322334;134.0;arable_land;field;6;4;12.9◦C;Meteorological station of Regional Agency for the Protection of the Environment (ARPA Piemonte) at 1.3 km from the field site];791.5 mm;
