id_sampling_point;date_sample_collection;precision_date;id_level_1;level_1_scale_obs;id_level_2;level_2_scale_obs;id_level_3;level_3_scale_obs;id_sample;data_type;country_code;main_prog_name;additional_name;total_nem_biomass;ab_fungivores;ab_herbivores;ab_Total_nematodes;nematode_family_richness;nematode_genera_richness;ab_bacterivores;ei;mi;mi2-5;nematods_si;ab_omnivores;ab_predators;ab_unident;microfauna_extraction_method;microfauna_sampling_methodology_iso;microfauna_sampling_observation_method;asmicrofauna_sampled_area_for_each_subsample;date_soil_sampling_for_chemical_analysis;type_of_the_sample;soil_type_wrb;wrb_version;soil_taxonomy_version;soil_type_in_soil_taxonomy;name_local_soil_classification;soil_type_in_a_local_classification;ph_method;ph_mean;cec_mean;caco3;texture;texture_triangle;sand;sand_limit;silt;silt_limit;clay_limit;bottom_depth_of_top_layer;carbon_azote_ratio_mean;soc_mean;som_mean;soil_sample_depth;bulk_density;soil_analysis_sample_mass;soil_humidity;soil_total_depth;phosphorus_total;phosphorus_available;potassium_available;nitrogen;organic_carbon;crop_1;crop_2;crop_3;crop_rotation;irrigat_water;tillage_depth;farming_system;grazing_method;tillage_method;tillage_season;tillage_system;type_main_crop;cropping_system;drainage_system;fertilizer_type;irrigation_type;livestock_breed;fertilization_method;insect_appli_rate;pest_control_type;landuse_1_year_ago;landuse_3_year_ago;landuse_4_year_ago;landuse_2_years_ago;landuse_5_years_ago;landuse_6_years_ago;miticide_appli_rate;total_plant_biomass;fungicide_appli_rate;herbicide_appli_rate;insect_pest_control_method;organic_matter_input;pest_control_method_microbioconsortia;nematicide_appli_rate;organic_matter_amount;bactericide_appli_rate;yield_of_sampling_year;fungicide_pest_control_method;herbicide_pest_control_method;molluscicide_appli_rate;nematicide_pest_control_method;pheromones_pest_control_method;single_inoculant_pest_control_method;bactericide_pest_control_method;molluscicid_pest_control_method;number_of_husbandry_animals;pest_control_metthod_miticide;soilsolariz_pest_control_method;publication_year;project_acronym;project_name;contributor_name;contributor_email;contributor_instit;data_owner;dataset_title;literature_title;doi;journal_name;book_title;source_type;volume_number;scale_project;spacial_level;upload_to_gbif;upload_to_other_databases;link_to_ncbi_or_other_database;date_start_experiment;date_end_experiment;longitude;latitude;altitude;study_landuse;experimental_type;total_experiment_duration;experiment_duration_mean;mean_temperature_of_the_day;source_of_climate_data;year_precipitation;air_humidity
1980-07-01-M_GB_Ordnance survey_F-627_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;627;F;NA;B;NA;P;1980-07-01-M_GB_Ordnance survey_F-627_B-NA_P-NA_Data Microfauna;Data Microfauna;GB;ordnance_survey;;;;;285;;;;;;NULL;;;;;Decanting and sieving;;composite sample;;;;;;;;;;na;;;;na;;;;;;;;;;;15.0;;;NA;;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;British grassland survey;Maria Viketoft;maria.viketoft@slu.se;SLU;R Neilson, B Boag, DJF Brown;Neilson-British_grasslands-Nematodes-1974-1982;Nematodes from permanent pasture and scrubland in the UK;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;national;sample;No;No;;1980-07-01;1980-07-01;-5.5056887;57.49141;460.0;grass_land;field;0;;;;;
1980-07-01-M_GB_Ordnance survey_F-628_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;628;F;NA;B;NA;P;1980-07-01-M_GB_Ordnance survey_F-628_B-NA_P-NA_Data Microfauna;Data Microfauna;GB;ordnance_survey;;;;;995;;;;;;NULL;;;;;Decanting and sieving;;composite sample;;;;;;;;;;na;;;;na;;;;;;;;;;;15.0;;;NA;;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;British grassland survey;Maria Viketoft;maria.viketoft@slu.se;SLU;R Neilson, B Boag, DJF Brown;Neilson-British_grasslands-Nematodes-1974-1982;Nematodes from permanent pasture and scrubland in the UK;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;national;sample;No;No;;1980-07-01;1980-07-01;-5.4971113;57.401752;60.0;grass_land;field;0;;;;;
1980-07-01-M_GB_Ordnance survey_F-629_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;629;F;NA;B;NA;P;1980-07-01-M_GB_Ordnance survey_F-629_B-NA_P-NA_Data Microfauna;Data Microfauna;GB;ordnance_survey;;;;;140;;;;;;NULL;;;;;Decanting and sieving;;composite sample;;;;;;;;;;na;3.7;;;na;;;;;;;;;;94.4;15.0;;;NA;;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;British grassland survey;Maria Viketoft;maria.viketoft@slu.se;SLU;R Neilson, B Boag, DJF Brown;Neilson-British_grasslands-Nematodes-1974-1982;Nematodes from permanent pasture and scrubland in the UK;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;national;sample;No;No;;1980-07-01;1980-07-01;-4.6150365;56.704212;380.0;grass_land;field;0;;;;;
1980-07-01-M_GB_Ordnance survey_F-630_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;630;F;NA;B;NA;P;1980-07-01-M_GB_Ordnance survey_F-630_B-NA_P-NA_Data Microfauna;Data Microfauna;GB;ordnance_survey;;;;;295;;;;;;NULL;;;;;Decanting and sieving;;composite sample;;;;;;;;;;na;;;;na;;;;;;;;;;;15.0;;;NA;;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;British grassland survey;Maria Viketoft;maria.viketoft@slu.se;SLU;R Neilson, B Boag, DJF Brown;Neilson-British_grasslands-Nematodes-1974-1982;Nematodes from permanent pasture and scrubland in the UK;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;national;sample;No;No;;1980-07-01;1980-07-01;-4.1305256;56.803303;460.0;grass_land;field;0;;;;;
1980-07-01-M_GB_Ordnance survey_F-631_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;631;F;NA;B;NA;P;1980-07-01-M_GB_Ordnance survey_F-631_B-NA_P-NA_Data Microfauna;Data Microfauna;GB;ordnance_survey;;;;;430;;;;;;NULL;;;;;Decanting and sieving;;composite sample;;;;;;;;;;na;;;;na;;;;;;;;;;;15.0;;;NA;;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;British grassland survey;Maria Viketoft;maria.viketoft@slu.se;SLU;R Neilson, B Boag, DJF Brown;Neilson-British_grasslands-Nematodes-1974-1982;Nematodes from permanent pasture and scrubland in the UK;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;national;sample;No;No;;1980-07-01;1980-07-01;-5.2526636;55.565437;135.0;grass_land;field;0;;;;;
1980-07-01-M_GB_Ordnance survey_F-632_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;632;F;NA;B;NA;P;1980-07-01-M_GB_Ordnance survey_F-632_B-NA_P-NA_Data Microfauna;Data Microfauna;GB;ordnance_survey;;;;;120;;;;;;NULL;;;;;Decanting and sieving;;composite sample;;;;;;;;;;na;3.8;;;na;;;;;;;;;;83.5;15.0;;;NA;;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;British grassland survey;Maria Viketoft;maria.viketoft@slu.se;SLU;R Neilson, B Boag, DJF Brown;Neilson-British_grasslands-Nematodes-1974-1982;Nematodes from permanent pasture and scrubland in the UK;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;national;sample;No;No;;1980-07-01;1980-07-01;-4.451873;56.70753;396.0;grass_land;field;0;;;;;
1980-07-01-M_GB_Ordnance survey_F-633_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;633;F;NA;B;NA;P;1980-07-01-M_GB_Ordnance survey_F-633_B-NA_P-NA_Data Microfauna;Data Microfauna;GB;ordnance_survey;;;;;1595;;;;;;NULL;;;;;Decanting and sieving;;composite sample;;;;;;;;;;na;3.7;;;na;;;;;;;;;;88.4;15.0;;;NA;;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;British grassland survey;Maria Viketoft;maria.viketoft@slu.se;SLU;R Neilson, B Boag, DJF Brown;Neilson-British_grasslands-Nematodes-1974-1982;Nematodes from permanent pasture and scrubland in the UK;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;national;sample;No;No;;1980-07-01;1980-07-01;-4.584337;56.255478;140.0;grass_land;field;0;;;;;
1980-07-01-M_GB_Ordnance survey_F-634_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;634;F;NA;B;NA;P;1980-07-01-M_GB_Ordnance survey_F-634_B-NA_P-NA_Data Microfauna;Data Microfauna;GB;ordnance_survey;;;;;1705;;;;;;NULL;;;;;Decanting and sieving;;composite sample;;;;;;;;;;na;3.5;;;na;;;;;;;;;;89.6;15.0;;;NA;;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;British grassland survey;Maria Viketoft;maria.viketoft@slu.se;SLU;R Neilson, B Boag, DJF Brown;Neilson-British_grasslands-Nematodes-1974-1982;Nematodes from permanent pasture and scrubland in the UK;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;national;sample;No;No;;1980-07-01;1980-07-01;-5.3029423;55.559593;135.0;grass_land;field;0;;;;;
1980-07-01-M_GB_Ordnance survey_F-635_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;635;F;NA;B;NA;P;1980-07-01-M_GB_Ordnance survey_F-635_B-NA_P-NA_Data Microfauna;Data Microfauna;GB;ordnance_survey;;;;;595;;;;;;NULL;;;;;Decanting and sieving;;composite sample;;;;;;;;;;na;5.5;;;sandy_loam;;54.0;;29.0;;;;;;7.5;15.0;;;NA;;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;British grassland survey;Maria Viketoft;maria.viketoft@slu.se;SLU;R Neilson, B Boag, DJF Brown;Neilson-British_grasslands-Nematodes-1974-1982;Nematodes from permanent pasture and scrubland in the UK;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;national;sample;No;No;;1980-07-01;1980-07-01;-5.1266665;55.45724;147.0;grass_land;field;0;;;;;
1980-07-01-M_GB_Ordnance survey_F-636_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;636;F;NA;B;NA;P;1980-07-01-M_GB_Ordnance survey_F-636_B-NA_P-NA_Data Microfauna;Data Microfauna;GB;ordnance_survey;;;;;910;;;;;;NULL;;;;;Decanting and sieving;;composite sample;;;;;;;;;;na;5.3;;;sandy_loam;;60.0;;24.0;;;;;;8.9;15.0;;;NA;;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;British grassland survey;Maria Viketoft;maria.viketoft@slu.se;SLU;R Neilson, B Boag, DJF Brown;Neilson-British_grasslands-Nematodes-1974-1982;Nematodes from permanent pasture and scrubland in the UK;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;national;sample;No;No;;1980-07-01;1980-07-01;-5.245264;55.475727;107.0;grass_land;field;0;;;;;
1980-07-01-M_GB_Ordnance survey_F-637_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;637;F;NA;B;NA;P;1980-07-01-M_GB_Ordnance survey_F-637_B-NA_P-NA_Data Microfauna;Data Microfauna;GB;ordnance_survey;;;;;1730;;;;;;NULL;;;;;Decanting and sieving;;composite sample;;;;;;;;;;na;;;;na;;;;;;;;;;;15.0;;;NA;;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;British grassland survey;Maria Viketoft;maria.viketoft@slu.se;SLU;R Neilson, B Boag, DJF Brown;Neilson-British_grasslands-Nematodes-1974-1982;Nematodes from permanent pasture and scrubland in the UK;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;national;sample;No;No;;1980-07-01;1980-07-01;-5.197495;55.45271;130.0;grass_land;field;0;;;;;
1980-07-01-M_GB_Ordnance survey_F-638_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;638;F;NA;B;NA;P;1980-07-01-M_GB_Ordnance survey_F-638_B-NA_P-NA_Data Microfauna;Data Microfauna;GB;ordnance_survey;;;;;195;;;;;;NULL;;;;;Decanting and sieving;;composite sample;;;;;;;;;;na;4.0;;;na;;;;;;;;;;90.8;15.0;;;NA;;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;British grassland survey;Maria Viketoft;maria.viketoft@slu.se;SLU;R Neilson, B Boag, DJF Brown;Neilson-British_grasslands-Nematodes-1974-1982;Nematodes from permanent pasture and scrubland in the UK;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;national;sample;No;No;;1980-07-01;1980-07-01;-5.177132;55.61237;350.0;grass_land;field;0;;;;;
1980-07-01-M_GB_Ordnance survey_F-639_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;639;F;NA;B;NA;P;1980-07-01-M_GB_Ordnance survey_F-639_B-NA_P-NA_Data Microfauna;Data Microfauna;GB;ordnance_survey;;;;;985;;;;;;NULL;;;;;Decanting and sieving;;composite sample;;;;;;;;;;na;;;;na;;;;;;;;;;;15.0;;;NA;;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;British grassland survey;Maria Viketoft;maria.viketoft@slu.se;SLU;R Neilson, B Boag, DJF Brown;Neilson-British_grasslands-Nematodes-1974-1982;Nematodes from permanent pasture and scrubland in the UK;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;national;sample;No;No;;1980-07-01;1980-07-01;-6.2851405;57.01764;25.0;grass_land;field;0;;;;;
1980-07-01-M_GB_Ordnance survey_F-640_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;640;F;NA;B;NA;P;1980-07-01-M_GB_Ordnance survey_F-640_B-NA_P-NA_Data Microfauna;Data Microfauna;GB;ordnance_survey;;;;;585;;;;;;NULL;;;;;Decanting and sieving;;composite sample;;;;;;;;;;na;5.1;;;loamy_sand;;81.0;;13.0;;;;;;10.7;15.0;;;NA;;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;British grassland survey;Maria Viketoft;maria.viketoft@slu.se;SLU;R Neilson, B Boag, DJF Brown;Neilson-British_grasslands-Nematodes-1974-1982;Nematodes from permanent pasture and scrubland in the UK;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;national;sample;No;No;;1980-07-01;1980-07-01;-5.328016;55.518456;25.0;grass_land;field;0;;;;;
1980-07-01-M_GB_Ordnance survey_F-641_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;641;F;NA;B;NA;P;1980-07-01-M_GB_Ordnance survey_F-641_B-NA_P-NA_Data Microfauna;Data Microfauna;GB;ordnance_survey;;;;;40;;;;;;NULL;;;;;Decanting and sieving;;composite sample;;;;;;;;;;na;4.3;;;na;;;;;;;;;;29.8;15.0;;;NA;;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;British grassland survey;Maria Viketoft;maria.viketoft@slu.se;SLU;R Neilson, B Boag, DJF Brown;Neilson-British_grasslands-Nematodes-1974-1982;Nematodes from permanent pasture and scrubland in the UK;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;national;sample;No;No;;1980-07-01;1980-07-01;-5.335616;55.60816;195.0;grass_land;field;0;;;;;
1980-07-01-M_GB_Ordnance survey_F-642_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;642;F;NA;B;NA;P;1980-07-01-M_GB_Ordnance survey_F-642_B-NA_P-NA_Data Microfauna;Data Microfauna;GB;ordnance_survey;;;;;640;;;;;;NULL;;;;;Decanting and sieving;;composite sample;;;;;;;;;;na;;;;na;;;;;;;;;;;15.0;;;NA;;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;British grassland survey;Maria Viketoft;maria.viketoft@slu.se;SLU;R Neilson, B Boag, DJF Brown;Neilson-British_grasslands-Nematodes-1974-1982;Nematodes from permanent pasture and scrubland in the UK;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;national;sample;No;No;;1980-07-01;1980-07-01;-2.9844947;56.81761;705.0;grass_land;field;0;;;;;
1980-07-01-M_GB_Ordnance survey_F-643_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;643;F;NA;B;NA;P;1980-07-01-M_GB_Ordnance survey_F-643_B-NA_P-NA_Data Microfauna;Data Microfauna;GB;ordnance_survey;;;;;1550;;;;;;NULL;;;;;Decanting and sieving;;composite sample;;;;;;;;;;na;3.4;;;na;;;;;;;;;;65.0;15.0;;;NA;;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;British grassland survey;Maria Viketoft;maria.viketoft@slu.se;SLU;R Neilson, B Boag, DJF Brown;Neilson-British_grasslands-Nematodes-1974-1982;Nematodes from permanent pasture and scrubland in the UK;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;national;sample;No;No;;1980-07-01;1980-07-01;-3.1455326;56.726395;290.0;grass_land;field;0;;;;;
1980-07-01-M_GB_Ordnance survey_F-644_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;644;F;NA;B;NA;P;1980-07-01-M_GB_Ordnance survey_F-644_B-NA_P-NA_Data Microfauna;Data Microfauna;GB;ordnance_survey;;;;;2980;;;;;;NULL;;;;;Decanting and sieving;;composite sample;;;;;;;;;;na;5.4;;;sand;;88.0;;6.0;;;;;;11.5;15.0;;;NA;;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;British grassland survey;Maria Viketoft;maria.viketoft@slu.se;SLU;R Neilson, B Boag, DJF Brown;Neilson-British_grasslands-Nematodes-1974-1982;Nematodes from permanent pasture and scrubland in the UK;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;national;sample;No;No;;1980-07-01;1980-07-01;-6.958101;56.497902;15.0;grass_land;field;0;;;;;
1980-07-01-M_GB_Ordnance survey_F-645_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;645;F;NA;B;NA;P;1980-07-01-M_GB_Ordnance survey_F-645_B-NA_P-NA_Data Microfauna;Data Microfauna;GB;ordnance_survey;;;;;1330;;;;;;NULL;;;;;Decanting and sieving;;composite sample;;;;;;;;;;na;5.5;;;sandy_loam;;76.0;;14.0;;;;;;13.9;15.0;;;NA;;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;British grassland survey;Maria Viketoft;maria.viketoft@slu.se;SLU;R Neilson, B Boag, DJF Brown;Neilson-British_grasslands-Nematodes-1974-1982;Nematodes from permanent pasture and scrubland in the UK;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;national;sample;No;No;;1980-07-01;1980-07-01;-6.121478;56.894547;55.0;grass_land;field;0;;;;;
1980-07-01-M_GB_Ordnance survey_F-646_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;646;F;NA;B;NA;P;1980-07-01-M_GB_Ordnance survey_F-646_B-NA_P-NA_Data Microfauna;Data Microfauna;GB;ordnance_survey;;;;;665;;;;;;NULL;;;;;Decanting and sieving;;composite sample;;;;;;;;;;na;5.1;;;sandy_loam;;56.0;;27.0;;;;;;18.0;15.0;;;NA;;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;British grassland survey;Maria Viketoft;maria.viketoft@slu.se;SLU;R Neilson, B Boag, DJF Brown;Neilson-British_grasslands-Nematodes-1974-1982;Nematodes from permanent pasture and scrubland in the UK;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;national;sample;No;No;;1980-07-01;1980-07-01;-6.264614;56.83847;20.0;grass_land;field;0;;;;;
1980-07-01-M_GB_Ordnance survey_F-647_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;647;F;NA;B;NA;P;1980-07-01-M_GB_Ordnance survey_F-647_B-NA_P-NA_Data Microfauna;Data Microfauna;GB;ordnance_survey;;;;;345;;;;;;NULL;;;;;Decanting and sieving;;composite sample;;;;;;;;;;na;4.0;;;na;;;;;;;;;;90.9;15.0;;;NA;;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;British grassland survey;Maria Viketoft;maria.viketoft@slu.se;SLU;R Neilson, B Boag, DJF Brown;Neilson-British_grasslands-Nematodes-1974-1982;Nematodes from permanent pasture and scrubland in the UK;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;national;sample;No;No;;1980-07-01;1980-07-01;-6.48827;56.650723;46.0;grass_land;field;0;;;;;
1980-07-01-M_GB_Ordnance survey_F-648_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;648;F;NA;B;NA;P;1980-07-01-M_GB_Ordnance survey_F-648_B-NA_P-NA_Data Microfauna;Data Microfauna;GB;ordnance_survey;;;;;275;;;;;;NULL;;;;;Decanting and sieving;;composite sample;;;;;;;;;;na;5.2;;;sandy_loam;;52.0;;35.0;;;;;;4.3;15.0;;;NA;;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;British grassland survey;Maria Viketoft;maria.viketoft@slu.se;SLU;R Neilson, B Boag, DJF Brown;Neilson-British_grasslands-Nematodes-1974-1982;Nematodes from permanent pasture and scrubland in the UK;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;national;sample;No;No;;1980-07-01;1980-07-01;-6.2190137;56.08097;30.0;grass_land;field;0;;;;;
1980-07-01-M_GB_Ordnance survey_F-649_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;649;F;NA;B;NA;P;1980-07-01-M_GB_Ordnance survey_F-649_B-NA_P-NA_Data Microfauna;Data Microfauna;GB;ordnance_survey;;;;;1680;;;;;;NULL;;;;;Decanting and sieving;;composite sample;;;;;;;;;;na;6.6;;;na;;;;;;;;;;11.9;15.0;;;NA;;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;British grassland survey;Maria Viketoft;maria.viketoft@slu.se;SLU;R Neilson, B Boag, DJF Brown;Neilson-British_grasslands-Nematodes-1974-1982;Nematodes from permanent pasture and scrubland in the UK;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;national;sample;No;No;;1980-07-01;1980-07-01;-6.5695543;56.647762;20.0;grass_land;field;0;;;;;
1980-08-01-M_GB_Ordnance survey_F-525_B-NA_P-NA;date:1980-08-01T00:00:00:yyyy-MM-dd;M;525;F;NA;B;NA;P;1980-08-01-M_GB_Ordnance survey_F-525_B-NA_P-NA_Data Microfauna;Data Microfauna;GB;ordnance_survey;;;;;615;;;;;;NULL;;;;;Decanting and sieving;;composite sample;;;;;;;;;;na;;;;na;;;;;;;;;;;15.0;;;NA;;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;British grassland survey;Maria Viketoft;maria.viketoft@slu.se;SLU;R Neilson, B Boag, DJF Brown;Neilson-British_grasslands-Nematodes-1974-1982;Nematodes from permanent pasture and scrubland in the UK;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;national;sample;No;No;;1980-08-01;1980-08-01;-4.5056777;57.26903;29.0;grass_land;field;0;;;;;
