data_type;id_sample;id_level_1;id_level_2;id_level_3;fauna_taxon;country_code;higher_taxon;main_prog_name;precision_date;additional_name;fauna_abundance;fauna_occurrence;id_sampling_point;level_1_scale_obs;level_2_scale_obs;level_3_scale_obs;date_sample_collection;fauna_unit_of_abundance
Data mesofauna;;lusignan_G;2;3;Achaeta_spA;FR;Enchytraeida;anr_soilwarm;Y;;509;1;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_G_block_2_P_3;T;block;P;NULL;n-m²
Data mesofauna;;lusignan_G;2;3;Fridericia sylvatica Healy, 1979;FR;Enchytraeida;anr_soilwarm;Y;;1018;1;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_G_block_2_P_3;T;block;P;NULL;n-m²
Data mesofauna;;lusignan_G;3;1;Achaeta_spA;FR;Enchytraeida;anr_soilwarm;Y;;2036;1;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_G_block_3_P_1;T;block;P;NULL;n-m²
Data mesofauna;;lusignan_G;3;1;Enchytraeus buchholzi Vejdovský, 1878;FR;Enchytraeida;anr_soilwarm;Y;;509;1;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_G_block_3_P_1;T;block;P;NULL;n-m²
Data mesofauna;;lusignan_G;3;1;Enchytraeus bulbosus Nielsen & Christensen, 1963;FR;Enchytraeida;anr_soilwarm;Y;;1018;1;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_G_block_3_P_1;T;block;P;NULL;n-m²
Data mesofauna;;lusignan_G;3;1;Fridericia bulboides Nielsen & Christensen, 1959;FR;Enchytraeida;anr_soilwarm;Y;;509;1;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_G_block_3_P_1;T;block;P;NULL;n-m²
Data mesofauna;;buchelay_c;NA;2;Enchytraeus buchholzi Vejdovský, 1878;FR;Enchytraeida;ofb_dynabio;Y;;1529.28;1;2021-01-01_Y_FR_OFB_DYNABIO_T_buchelay_c_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;lusignan_G;3;1;Fridericia christeri Rota & Healy, 1999;FR;Enchytraeida;anr_soilwarm;Y;;509;1;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_G_block_3_P_1;T;block;P;NULL;n-m²
Data mesofauna;;lusignan_G;3;1;Fridericia galba (Hoffmeister, 1843);FR;Enchytraeida;anr_soilwarm;Y;;509;1;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_G_block_3_P_1;T;block;P;NULL;n-m²
Data mesofauna;;lusignan_G;3;1;Fridericia sylvatica Healy, 1979;FR;Enchytraeida;anr_soilwarm;Y;;5090;1;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_G_block_3_P_1;T;block;P;NULL;n-m²
Data mesofauna;;lusignan_G;3;1;Fridericia spA melu;FR;Enchytraeida;anr_soilwarm;Y;;509;1;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_G_block_3_P_1;T;block;P;NULL;n-m²
Data mesofauna;;lusignan_G;3;1;Fridericia indet;FR;Enchytraeida;anr_soilwarm;Y;;2545;1;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_G_block_3_P_1;T;block;P;NULL;n-m²
Data mesofauna;;lusignan_G;3;2;Enchytraeus bulbosus Nielsen & Christensen, 1963;FR;Enchytraeida;anr_soilwarm;Y;;0;1;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_G_block_3_P_2;T;block;P;NULL;n-m²
Data mesofauna;;lusignan_G;3;3;Achaeta_spA;FR;Enchytraeida;anr_soilwarm;Y;;509;1;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_G_block_3_P_3;T;block;P;NULL;n-m²
Data mesofauna;;lusignan_G;3;3;Fridericia galba (Hoffmeister, 1843);FR;Enchytraeida;anr_soilwarm;Y;;2036;1;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_G_block_3_P_3;T;block;P;NULL;n-m²
Data mesofauna;;lusignan_G;3;3;Fridericia sylvatica Healy, 1979;FR;Enchytraeida;anr_soilwarm;Y;;1527;1;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_G_block_3_P_3;T;block;P;NULL;n-m²
Data mesofauna;;lusignan_G;3;3;Fridericia spA melu;FR;Enchytraeida;anr_soilwarm;Y;;509;1;2023-01-01_Y_FR_ANR_SOILWARM_T_lusignan_G_block_3_P_3;T;block;P;NULL;n-m²
Data mesofauna;;buchelay_f;NA;1;Fridericia christeri Rota & Healy, 1999;FR;Enchytraeida;ofb_dynabio;Y;;509.76;1;2021-01-01_Y_FR_OFB_DYNABIO_T_buchelay_f_NA_NA_P_1;T;NA;P;NULL;n-m²
Data mesofauna;;buchelay_f;NA;1;Henlea ventriculosa (d'Udekem, 1854);FR;Enchytraeida;ofb_dynabio;Y;;5097.6;1;2021-01-01_Y_FR_OFB_DYNABIO_T_buchelay_f_NA_NA_P_1;T;NA;P;NULL;n-m²
Data mesofauna;;buchelay_f;NA;2;Enchytraeus buchholzi Vejdovský, 1878;FR;Enchytraeida;ofb_dynabio;Y;;1529.28;1;2021-01-01_Y_FR_OFB_DYNABIO_T_buchelay_f_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;buchelay_f;NA;2;Enchytraeus bulbosus Nielsen & Christensen, 1963;FR;Enchytraeida;ofb_dynabio;Y;;1019.52;1;2021-01-01_Y_FR_OFB_DYNABIO_T_buchelay_f_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;buchelay_f;NA;2;Fridericia indet;FR;Enchytraeida;ofb_dynabio;Y;;509.76;1;2021-01-01_Y_FR_OFB_DYNABIO_T_buchelay_f_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;buchelay_f;NA;2;Henlea ventriculosa (d'Udekem, 1854);FR;Enchytraeida;ofb_dynabio;Y;;5097.6;1;2021-01-01_Y_FR_OFB_DYNABIO_T_buchelay_f_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;buchelay_f;NA;3;Achaeta sp1;FR;Enchytraeida;ofb_dynabio;Y;;509.76;1;2021-01-01_Y_FR_OFB_DYNABIO_T_buchelay_f_NA_NA_P_3;T;NA;P;NULL;n-m²
Data mesofauna;;buchelay_f;NA;3;Enchytraeus buchholzi Vejdovský, 1878;FR;Enchytraeida;ofb_dynabio;Y;;509.76;1;2021-01-01_Y_FR_OFB_DYNABIO_T_buchelay_f_NA_NA_P_3;T;NA;P;NULL;n-m²
Data mesofauna;;buchelay_f;NA;3;Enchytraeus bulbosus Nielsen & Christensen, 1963;FR;Enchytraeida;ofb_dynabio;Y;;509.76;1;2021-01-01_Y_FR_OFB_DYNABIO_T_buchelay_f_NA_NA_P_3;T;NA;P;NULL;n-m²
Data mesofauna;;buchelay_f;NA;3;Fridericia indet;FR;Enchytraeida;ofb_dynabio;Y;;509.76;1;2021-01-01_Y_FR_OFB_DYNABIO_T_buchelay_f_NA_NA_P_3;T;NA;P;NULL;n-m²
Data mesofauna;;buchelay_f;NA;3;Henlea ventriculosa (d'Udekem, 1854);FR;Enchytraeida;ofb_dynabio;Y;;9175.68;1;2021-01-01_Y_FR_OFB_DYNABIO_T_buchelay_f_NA_NA_P_3;T;NA;P;NULL;n-m²
Data mesofauna;;buchelay_c;NA;1;Enchytraeus buchholzi Vejdovský, 1878;FR;Enchytraeida;ofb_dynabio;Y;;2548.8;1;2021-01-01_Y_FR_OFB_DYNABIO_T_buchelay_c_NA_NA_P_1;T;NA;P;NULL;n-m²
Data mesofauna;;buchelay_c;NA;1;Enchytraeus bulbosus Nielsen & Christensen, 1963;FR;Enchytraeida;ofb_dynabio;Y;;3568.32;1;2021-01-01_Y_FR_OFB_DYNABIO_T_buchelay_c_NA_NA_P_1;T;NA;P;NULL;n-m²
Data mesofauna;;buchelay_c;NA;1;Enchytraeus christenseni Dózsa-Farkas, 1992;FR;Enchytraeida;ofb_dynabio;Y;;509.76;1;2021-01-01_Y_FR_OFB_DYNABIO_T_buchelay_c_NA_NA_P_1;T;NA;P;NULL;n-m²
Data mesofauna;;buchelay_c;NA;3;Fridericia sp1;FR;Enchytraeida;ofb_dynabio;Y;;509.76;1;2021-01-01_Y_FR_OFB_DYNABIO_T_buchelay_c_NA_NA_P_3;T;NA;P;NULL;n-m²
Data mesofauna;;buchelay_c;NA;2;Enchytraeus bulbosus Nielsen & Christensen, 1963;FR;Enchytraeida;ofb_dynabio;Y;;509.76;1;2021-01-01_Y_FR_OFB_DYNABIO_T_buchelay_c_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;buchelay_c;NA;2;Fridericia isseli Rota, 1994;FR;Enchytraeida;ofb_dynabio;Y;;509.76;1;2021-01-01_Y_FR_OFB_DYNABIO_T_buchelay_c_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;buchelay_c;NA;2;Fridericia indet;FR;Enchytraeida;ofb_dynabio;Y;;1019.52;1;2021-01-01_Y_FR_OFB_DYNABIO_T_buchelay_c_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;buchelay_c;NA;3;Enchytraeus buchholzi Vejdovský, 1878;FR;Enchytraeida;ofb_dynabio;Y;;4587.84;1;2021-01-01_Y_FR_OFB_DYNABIO_T_buchelay_c_NA_NA_P_3;T;NA;P;NULL;n-m²
Data mesofauna;;buchelay_c;NA;3;Enchytraeus bulbosus Nielsen & Christensen, 1963;FR;Enchytraeida;ofb_dynabio;Y;;9685.44;1;2021-01-01_Y_FR_OFB_DYNABIO_T_buchelay_c_NA_NA_P_3;T;NA;P;NULL;n-m²
Data mesofauna;;buchelay_c;NA;3;Fridericia indet;FR;Enchytraeida;ofb_dynabio;Y;;509.76;1;2021-01-01_Y_FR_OFB_DYNABIO_T_buchelay_c_NA_NA_P_3;T;NA;P;NULL;n-m²
Data mesofauna;;chateliers_f;NA;1;Buchholzia fallax Michaelsen, 1887;FR;Enchytraeida;ofb_dynabio;Y;;2039.04;1;2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_f_NA_NA_P_1;T;NA;P;NULL;n-m²
Data mesofauna;;chateliers_f;NA;1;Enchytraeus buchholzi Vejdovský, 1878;FR;Enchytraeida;ofb_dynabio;Y;;4587.84;1;2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_f_NA_NA_P_1;T;NA;P;NULL;n-m²
Data mesofauna;;chateliers_f;NA;1;Enchytraeus bulbosus Nielsen & Christensen, 1963;FR;Enchytraeida;ofb_dynabio;Y;;3568.32;1;2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_f_NA_NA_P_1;T;NA;P;NULL;n-m²
Data mesofauna;;chateliers_f;NA;1;Fridericia christeri Rota & Healy, 1999;FR;Enchytraeida;ofb_dynabio;Y;;4587.84;1;2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_f_NA_NA_P_1;T;NA;P;NULL;n-m²
Data mesofauna;;chateliers_f;NA;1;Fridericia galba (Hoffmeister, 1843);FR;Enchytraeida;ofb_dynabio;Y;;1019.52;1;2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_f_NA_NA_P_1;T;NA;P;NULL;n-m²
Data mesofauna;;chateliers_f;NA;1;Fridericia indet;FR;Enchytraeida;ofb_dynabio;Y;;5607.36;1;2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_f_NA_NA_P_1;T;NA;P;NULL;n-m²
Data mesofauna;;chateliers_f;NA;1;Henlea perpusilla Friend, 1911;FR;Enchytraeida;ofb_dynabio;Y;;2039.04;1;2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_f_NA_NA_P_1;T;NA;P;NULL;n-m²
Data mesofauna;;chateliers_f;NA;2;Buchholzia appendiculata (Buchholz, 1863);FR;Enchytraeida;ofb_dynabio;Y;;1529.28;1;2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_f_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;chateliers_f;NA;2;Buchholzia fallax Michaelsen, 1887;FR;Enchytraeida;ofb_dynabio;Y;;1529.28;1;2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_f_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;chateliers_f;NA;2;Enchytraeus buchholzi Vejdovský, 1878;FR;Enchytraeida;ofb_dynabio;Y;;2548.8;1;2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_f_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;chateliers_f;NA;2;Enchytraeus bulbosus Nielsen & Christensen, 1963;FR;Enchytraeida;ofb_dynabio;Y;;1019.52;1;2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_f_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;chateliers_f;NA;2;Fridericia christeri Rota & Healy, 1999;FR;Enchytraeida;ofb_dynabio;Y;;4078.08;1;2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_f_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;chateliers_f;NA;2;Fridericia dozsae Schmelz, 2003;FR;Enchytraeida;ofb_dynabio;Y;;2039.04;1;2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_f_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;chateliers_f;NA;3;Fridericia indet;FR;Enchytraeida;ofb_dynabio;Y;;1529.28;1;2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_f_NA_NA_P_3;T;NA;P;NULL;n-m²
Data mesofauna;;chateliers_f;NA;2;Fridericia galba (Hoffmeister, 1843);FR;Enchytraeida;ofb_dynabio;Y;;1529.28;1;2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_f_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;chateliers_f;NA;2;Fridericia tuberosa Rota, 1995;FR;Enchytraeida;ofb_dynabio;Y;;509.76;1;2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_f_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;chateliers_f;NA;2;Fridericia sp2;FR;Enchytraeida;ofb_dynabio;Y;;1019.52;1;2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_f_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;chateliers_f;NA;2;Fridericia indet;FR;Enchytraeida;ofb_dynabio;Y;;14273.28;1;2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_f_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;chateliers_f;NA;2;Henlea ventriculosa (d'Udekem, 1854);FR;Enchytraeida;ofb_dynabio;Y;;509.76;1;2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_f_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;chateliers_f;NA;3;Buchholzia appendiculata (Buchholz, 1863);FR;Enchytraeida;ofb_dynabio;Y;;2548.8;1;2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_f_NA_NA_P_3;T;NA;P;NULL;n-m²
Data mesofauna;;chateliers_f;NA;3;Enchytraeus buchholzi Vejdovský, 1878;FR;Enchytraeida;ofb_dynabio;Y;;1529.28;1;2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_f_NA_NA_P_3;T;NA;P;NULL;n-m²
Data mesofauna;;chateliers_f;NA;3;Enchytraeus bulbosus Nielsen & Christensen, 1963;FR;Enchytraeida;ofb_dynabio;Y;;509.76;1;2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_f_NA_NA_P_3;T;NA;P;NULL;n-m²
Data mesofauna;;chateliers_f;NA;3;Fridericia christeri Rota & Healy, 1999;FR;Enchytraeida;ofb_dynabio;Y;;1529.28;1;2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_f_NA_NA_P_3;T;NA;P;NULL;n-m²
Data mesofauna;;chateliers_c;NA;1;Fridericia sylvatica Healy, 1979;FR;Enchytraeida;ofb_dynabio;Y;;2039.04;1;2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_c_NA_NA_P_1;T;NA;P;NULL;n-m²
Data mesofauna;;chateliers_c;NA;1;Fridericia indet;FR;Enchytraeida;ofb_dynabio;Y;;2039.04;1;2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_c_NA_NA_P_1;T;NA;P;NULL;n-m²
Data mesofauna;;chateliers_c;NA;2;Enchytraeus bulbosus Nielsen & Christensen, 1963;FR;Enchytraeida;ofb_dynabio;Y;;509.76;1;2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_c_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;chateliers_c;NA;2;Fridericia galba (Hoffmeister, 1843);FR;Enchytraeida;ofb_dynabio;Y;;509.76;1;2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_c_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;chateliers_c;NA;2;Fridericia sylvatica Healy, 1979;FR;Enchytraeida;ofb_dynabio;Y;;5097.6;1;2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_c_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;chateliers_c;NA;2;Fridericia sp2;FR;Enchytraeida;ofb_dynabio;Y;;2039.04;1;2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_c_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;chateliers_c;NA;2;Fridericia sp3;FR;Enchytraeida;ofb_dynabio;Y;;509.76;1;2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_c_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;chateliers_c;NA;3;Enchytraeus buchholzi Vejdovský, 1878;FR;Enchytraeida;ofb_dynabio;Y;;509.76;1;2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_c_NA_NA_P_3;T;NA;P;NULL;n-m²
Data mesofauna;;chateliers_c;NA;3;Fridericia indet;FR;Enchytraeida;ofb_dynabio;Y;;5097.6;1;2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_c_NA_NA_P_3;T;NA;P;NULL;n-m²
Data mesofauna;;gas_f;NA;1;Enchytraeus buchholzi Vejdovský, 1878;FR;Enchytraeida;ofb_dynabio;Y;;7136.64;1;2021-01-01_Y_FR_OFB_DYNABIO_T_gas_f_NA_NA_P_1;T;NA;P;NULL;n-m²
Data mesofauna;;gas_f;NA;1;Enchytraeus bulbosus Nielsen & Christensen, 1963;FR;Enchytraeida;ofb_dynabio;Y;;11724.48;1;2021-01-01_Y_FR_OFB_DYNABIO_T_gas_f_NA_NA_P_1;T;NA;P;NULL;n-m²
Data mesofauna;;gas_f;NA;1;Enchytraeus christenseni Dózsa-Farkas, 1992;FR;Enchytraeida;ofb_dynabio;Y;;1019.52;1;2021-01-01_Y_FR_OFB_DYNABIO_T_gas_f_NA_NA_P_1;T;NA;P;NULL;n-m²
Data mesofauna;;gas_f;NA;1;Fridericia christeri Rota & Healy, 1999;FR;Enchytraeida;ofb_dynabio;Y;;509.76;1;2021-01-01_Y_FR_OFB_DYNABIO_T_gas_f_NA_NA_P_1;T;NA;P;NULL;n-m²
Data mesofauna;;gas_f;NA;1;Fridericia isseli Rota, 1994;FR;Enchytraeida;ofb_dynabio;Y;;1019.52;1;2021-01-01_Y_FR_OFB_DYNABIO_T_gas_f_NA_NA_P_1;T;NA;P;NULL;n-m²
Data mesofauna;;gas_f;NA;1;Fridericia sylvatica Healy, 1979;FR;Enchytraeida;ofb_dynabio;Y;;509.76;1;2021-01-01_Y_FR_OFB_DYNABIO_T_gas_f_NA_NA_P_1;T;NA;P;NULL;n-m²
Data mesofauna;;gas_f;NA;2;Achaeta pannonica Graefe, 1989;FR;Enchytraeida;ofb_dynabio;Y;;509.76;1;2021-01-01_Y_FR_OFB_DYNABIO_T_gas_f_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;gas_f;NA;2;Buchholzia appendiculata (Buchholz, 1863);FR;Enchytraeida;ofb_dynabio;Y;;509.76;1;2021-01-01_Y_FR_OFB_DYNABIO_T_gas_f_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;gas_f;NA;2;Enchytraeus buchholzi Vejdovský, 1878;FR;Enchytraeida;ofb_dynabio;Y;;11214.72;1;2021-01-01_Y_FR_OFB_DYNABIO_T_gas_f_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;gas_f;NA;2;Enchytraeus bulbosus Nielsen & Christensen, 1963;FR;Enchytraeida;ofb_dynabio;Y;;17331.84;1;2021-01-01_Y_FR_OFB_DYNABIO_T_gas_f_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;gas_f;NA;2;Enchytraeus christenseni Dózsa-Farkas, 1992;FR;Enchytraeida;ofb_dynabio;Y;;509.76;1;2021-01-01_Y_FR_OFB_DYNABIO_T_gas_f_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;gas_f;NA;2;Fridericia christeri Rota & Healy, 1999;FR;Enchytraeida;ofb_dynabio;Y;;3568.32;1;2021-01-01_Y_FR_OFB_DYNABIO_T_gas_f_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;gas_f;NA;2;Fridericia indet;FR;Enchytraeida;ofb_dynabio;Y;;4587.84;1;2021-01-01_Y_FR_OFB_DYNABIO_T_gas_f_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;gas_f;NA;3;Achaeta bohemica (Vejdovský, 1879);FR;Enchytraeida;ofb_dynabio;Y;;3058.56;1;2021-01-01_Y_FR_OFB_DYNABIO_T_gas_f_NA_NA_P_3;T;NA;P;NULL;n-m²
Data mesofauna;;gas_f;NA;3;Achaeta pannonica Graefe, 1989;FR;Enchytraeida;ofb_dynabio;Y;;509.76;1;2021-01-01_Y_FR_OFB_DYNABIO_T_gas_f_NA_NA_P_3;T;NA;P;NULL;n-m²
Data mesofauna;;gas_f;NA;3;Enchytraeus buchholzi Vejdovský, 1878;FR;Enchytraeida;ofb_dynabio;Y;;3058.56;1;2021-01-01_Y_FR_OFB_DYNABIO_T_gas_f_NA_NA_P_3;T;NA;P;NULL;n-m²
Data mesofauna;;gas_f;NA;3;Enchytraeus bulbosus Nielsen & Christensen, 1963;FR;Enchytraeida;ofb_dynabio;Y;;7646.4;1;2021-01-01_Y_FR_OFB_DYNABIO_T_gas_f_NA_NA_P_3;T;NA;P;NULL;n-m²
Data mesofauna;;gas_f;NA;3;Enchytraeus christenseni Dózsa-Farkas, 1992;FR;Enchytraeida;ofb_dynabio;Y;;4078.08;1;2021-01-01_Y_FR_OFB_DYNABIO_T_gas_f_NA_NA_P_3;T;NA;P;NULL;n-m²
Data mesofauna;;gas_f;NA;3;Fridericia christeri Rota & Healy, 1999;FR;Enchytraeida;ofb_dynabio;Y;;4587.84;1;2021-01-01_Y_FR_OFB_DYNABIO_T_gas_f_NA_NA_P_3;T;NA;P;NULL;n-m²
Data mesofauna;;gas_f;NA;3;Fridericia paroniana Issel, 1904;FR;Enchytraeida;ofb_dynabio;Y;;1019.52;1;2021-01-01_Y_FR_OFB_DYNABIO_T_gas_f_NA_NA_P_3;T;NA;P;NULL;n-m²
Data mesofauna;;gas_f;NA;3;Fridericia indet;FR;Enchytraeida;ofb_dynabio;Y;;12744;1;2021-01-01_Y_FR_OFB_DYNABIO_T_gas_f_NA_NA_P_3;T;NA;P;NULL;n-m²
Data mesofauna;;gas_c;NA;1;Enchytraeus buchholzi Vejdovský, 1878;FR;Enchytraeida;ofb_dynabio;Y;;3568.32;1;2021-01-01_Y_FR_OFB_DYNABIO_T_gas_c_NA_NA_P_1;T;NA;P;NULL;n-m²
Data mesofauna;;gas_c;NA;1;Enchytraeus bulbosus Nielsen & Christensen, 1963;FR;Enchytraeida;ofb_dynabio;Y;;7646.4;1;2021-01-01_Y_FR_OFB_DYNABIO_T_gas_c_NA_NA_P_1;T;NA;P;NULL;n-m²
Data mesofauna;;gas_c;NA;1;Fridericia indet;FR;Enchytraeida;ofb_dynabio;Y;;1019.52;1;2021-01-01_Y_FR_OFB_DYNABIO_T_gas_c_NA_NA_P_1;T;NA;P;NULL;n-m²
Data mesofauna;;gas_c;NA;2;Enchytraeus buchholzi Vejdovský, 1878;FR;Enchytraeida;ofb_dynabio;Y;;5607.36;1;2021-01-01_Y_FR_OFB_DYNABIO_T_gas_c_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;gas_c;NA;2;Enchytraeus bulbosus Nielsen & Christensen, 1963;FR;Enchytraeida;ofb_dynabio;Y;;4587.84;1;2021-01-01_Y_FR_OFB_DYNABIO_T_gas_c_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;gas_c;NA;2;Fridericia indet;FR;Enchytraeida;ofb_dynabio;Y;;509.76;1;2021-01-01_Y_FR_OFB_DYNABIO_T_gas_c_NA_NA_P_2;T;NA;P;NULL;n-m²
Data mesofauna;;gas_c;NA;3;Enchytraeus buchholzi Vejdovský, 1878;FR;Enchytraeida;ofb_dynabio;Y;;8665.92;1;2021-01-01_Y_FR_OFB_DYNABIO_T_gas_c_NA_NA_P_3;T;NA;P;NULL;n-m²
Data mesofauna;;gas_c;NA;3;Enchytraeus bulbosus Nielsen & Christensen, 1963;FR;Enchytraeida;ofb_dynabio;Y;;1529.28;1;2021-01-01_Y_FR_OFB_DYNABIO_T_gas_c_NA_NA_P_3;T;NA;P;NULL;n-m²
Data mesofauna;;gas_c;NA;3;Fridericia indet;FR;Enchytraeida;ofb_dynabio;Y;;509.76;1;2021-01-01_Y_FR_OFB_DYNABIO_T_gas_c_NA_NA_P_3;T;NA;P;NULL;n-m²
Data mesofauna;;germainville_f;NA;1;Enchytraeus bulbosus Nielsen & Christensen, 1963;FR;Enchytraeida;ofb_dynabio;Y;;3058.56;1;2021-01-01_Y_FR_OFB_DYNABIO_T_germainville_f_NA_NA_P_1;T;NA;P;NULL;n-m²
Data mesofauna;;germainville_f;NA;1;Fridericia christeri Rota & Healy, 1999;FR;Enchytraeida;ofb_dynabio;Y;;509.76;1;2021-01-01_Y_FR_OFB_DYNABIO_T_germainville_f_NA_NA_P_1;T;NA;P;NULL;n-m²
Data mesofauna;;germainville_f;NA;1;Fridericia connatiformis Dózsa-Farkas, 2015;FR;Enchytraeida;ofb_dynabio;Y;;5607.36;1;2021-01-01_Y_FR_OFB_DYNABIO_T_germainville_f_NA_NA_P_1;T;NA;P;NULL;n-m²
Data mesofauna;;germainville_f;NA;1;Fridericia dozsae Schmelz, 2003;FR;Enchytraeida;ofb_dynabio;Y;;509.76;1;2021-01-01_Y_FR_OFB_DYNABIO_T_germainville_f_NA_NA_P_1;T;NA;P;NULL;n-m²
Data mesofauna;;germainville_f;NA;1;Fridericia galba (Hoffmeister, 1843);FR;Enchytraeida;ofb_dynabio;Y;;1019.52;1;2021-01-01_Y_FR_OFB_DYNABIO_T_germainville_f_NA_NA_P_1;T;NA;P;NULL;n-m²
Data mesofauna;;germainville_f;NA;1;Fridericia indet;FR;Enchytraeida;ofb_dynabio;Y;;4587.84;1;2021-01-01_Y_FR_OFB_DYNABIO_T_germainville_f_NA_NA_P_1;T;NA;P;NULL;n-m²
Data mesofauna;;germainville_f;NA;1;Henlea ventriculosa (d'Udekem, 1854);FR;Enchytraeida;ofb_dynabio;Y;;1529.28;1;2021-01-01_Y_FR_OFB_DYNABIO_T_germainville_f_NA_NA_P_1;T;NA;P;NULL;n-m²
Data mesofauna;;germainville_f;NA;2;Enchytraeus buchholzi Vejdovský, 1878;FR;Enchytraeida;ofb_dynabio;Y;;2039.04;1;2021-01-01_Y_FR_OFB_DYNABIO_T_germainville_f_NA_NA_P_2;T;NA;P;NULL;n-m²
