id_sampling_point;date_sample_collection;precision_date;id_sample;id_level_1;level_1_scale_obs;id_level_2;level_2_scale_obs;id_level_3;level_3_scale_obs;country_code;main_prog_name;additional_name;data_type;type_of_sample;taxon;ecological_group;biomass;abundance
1998-08-10-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_H.f_B-NA_P-NA;date:1998-08-10T00:00:00:yyyy-MM-dd;D;1998-08-10-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_H.f_B-NA_P-NA_Data Macrofauna;STU-kMM-01_1998_H.f;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Dendrobaena;NA;;42.44
1998-08-10-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_H.f_B-NA_P-NA;date:1998-08-10T00:00:00:yyyy-MM-dd;D;1998-08-10-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_H.f_B-NA_P-NA_Data Macrofauna;STU-kMM-01_1998_H.f;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Lumbricus rubellus;epigeic;;28.29
1998-08-10-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_H.f_B-NA_P-NA;date:1998-08-10T00:00:00:yyyy-MM-dd;D;1998-08-10-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_H.f_B-NA_P-NA_Data Macrofauna;STU-kMM-01_1998_H.f;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Lumbricus;NA;;99.03
1998-08-10-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_H.f_B-NA_P-NA;date:1998-08-10T00:00:00:yyyy-MM-dd;D;1998-08-10-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_H.f_B-NA_P-NA_Data Macrofauna;STU-kMM-01_1998_H.f;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Octolasion;NA;;28.29
1998-09-10-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_I.g_B-NA_P-NA;date:1998-09-10T00:00:00:yyyy-MM-dd;D;1998-09-10-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_I.g_B-NA_P-NA_Data Macrofauna;STU-kMM-01_1998_I.g;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Aporrectodea;NA;;14.15
1998-09-10-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_I.g_B-NA_P-NA;date:1998-09-10T00:00:00:yyyy-MM-dd;D;1998-09-10-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_I.g_B-NA_P-NA_Data Macrofauna;STU-kMM-01_1998_I.g;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Lumbricus rubellus;epigeic;;28.29
1998-09-10-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_I.g_B-NA_P-NA;date:1998-09-10T00:00:00:yyyy-MM-dd;D;1998-09-10-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_I.g_B-NA_P-NA_Data Macrofauna;STU-kMM-01_1998_I.g;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Lumbricus;NA;;127.32
1998-09-10-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_I.g_B-NA_P-NA;date:1998-09-10T00:00:00:yyyy-MM-dd;D;1998-09-10-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_I.g_B-NA_P-NA_Data Macrofauna;STU-kMM-01_1998_I.g;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Octolasion lacteum;endogeic;;14.15
1998-09-10-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_I.g_B-NA_P-NA;date:1998-09-10T00:00:00:yyyy-MM-dd;D;1998-09-10-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_I.g_B-NA_P-NA_Data Macrofauna;STU-kMM-01_1998_I.g;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Octolasion;NA;;14.15
1998-09-10-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_I.h_B-NA_P-NA;date:1998-09-10T00:00:00:yyyy-MM-dd;D;1998-09-10-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_I.h_B-NA_P-NA_Data Macrofauna;STU-kMM-01_1998_I.h;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Aporrectodea;NA;;28.29
1998-09-10-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_I.h_B-NA_P-NA;date:1998-09-10T00:00:00:yyyy-MM-dd;D;1998-09-10-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_I.h_B-NA_P-NA_Data Macrofauna;STU-kMM-01_1998_I.h;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Dendrobaena;NA;;28.29
1998-09-10-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_I.h_B-NA_P-NA;date:1998-09-10T00:00:00:yyyy-MM-dd;D;1998-09-10-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_I.h_B-NA_P-NA_Data Macrofauna;STU-kMM-01_1998_I.h;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Lumbricus;NA;;70.74
1998-09-10-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_I.h_B-NA_P-NA;date:1998-09-10T00:00:00:yyyy-MM-dd;D;1998-09-10-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_I.h_B-NA_P-NA_Data Macrofauna;STU-kMM-01_1998_I.h;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Octolasion;NA;;14.15
1998-10-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_J.j_B-NA_P-NA;date:1998-10-17T00:00:00:yyyy-MM-dd;D;1998-10-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_J.j_B-NA_P-NA_Data Macrofauna;STU-kMM-01_1998_J.j;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Aporrectodea;NA;;14.15
1998-10-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_J.j_B-NA_P-NA;date:1998-10-17T00:00:00:yyyy-MM-dd;D;1998-10-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_J.j_B-NA_P-NA_Data Macrofauna;STU-kMM-01_1998_J.j;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Dendrobaena octaedra;epigeic;;14.15
1998-10-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_J.j_B-NA_P-NA;date:1998-10-17T00:00:00:yyyy-MM-dd;D;1998-10-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_J.j_B-NA_P-NA_Data Macrofauna;STU-kMM-01_1998_J.j;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Dendrobaena;NA;;28.29
1998-10-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_J.j_B-NA_P-NA;date:1998-10-17T00:00:00:yyyy-MM-dd;D;1998-10-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_1998_J.j_B-NA_P-NA_Data Macrofauna;STU-kMM-01_1998_J.j;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Lumbricus;NA;;56.59
2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.1_B-NA_P-NA;date:2012-06-18T00:00:00:yyyy-MM-dd;D;2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.1_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_F.1;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Dendrobaena octaedra;epigeic;;42.44
2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.1_B-NA_P-NA;date:2012-06-18T00:00:00:yyyy-MM-dd;D;2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.1_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_F.1;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Lumbricus rubellus;epigeic;;42.44
2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.1_B-NA_P-NA;date:2012-06-18T00:00:00:yyyy-MM-dd;D;2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.1_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_F.1;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Octolasion lacteum;endogeic;;14.15
2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.2_B-NA_P-NA;date:2012-06-18T00:00:00:yyyy-MM-dd;D;2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.2_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_F.2;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Aporrectodea;NA;;42.44
2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.2_B-NA_P-NA;date:2012-06-18T00:00:00:yyyy-MM-dd;D;2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.2_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_F.2;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Dendrobaena octaedra;epigeic;;183.91
2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.2_B-NA_P-NA;date:2012-06-18T00:00:00:yyyy-MM-dd;D;2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.2_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_F.2;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Lumbricus rubellus;epigeic;;28.29
2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.2_B-NA_P-NA;date:2012-06-18T00:00:00:yyyy-MM-dd;D;2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.2_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_F.2;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Octolasion lacteum;endogeic;;28.29
2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.3_B-NA_P-NA;date:2012-06-18T00:00:00:yyyy-MM-dd;D;2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.3_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_F.3;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Aporrectodea;NA;;28.29
2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.3_B-NA_P-NA;date:2012-06-18T00:00:00:yyyy-MM-dd;D;2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.3_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_F.3;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Dendrobaena octaedra;epigeic;;14.15
2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.3_B-NA_P-NA;date:2012-06-18T00:00:00:yyyy-MM-dd;D;2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.3_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_F.3;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Lumbricus rubellus;epigeic;;183.91
2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.4_B-NA_P-NA;date:2012-06-18T00:00:00:yyyy-MM-dd;D;2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.4_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_F.4;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Aporrectodea;NA;;42.44
2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.4_B-NA_P-NA;date:2012-06-18T00:00:00:yyyy-MM-dd;D;2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.4_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_F.4;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Dendrobaena octaedra;epigeic;;99.03
2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.4_B-NA_P-NA;date:2012-06-18T00:00:00:yyyy-MM-dd;D;2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.4_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_F.4;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Lumbricus rubellus;epigeic;;14.15
2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.4_B-NA_P-NA;date:2012-06-18T00:00:00:yyyy-MM-dd;D;2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.4_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_F.4;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Octolasion lacteum;endogeic;;28.29
2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.5_B-NA_P-NA;date:2012-06-18T00:00:00:yyyy-MM-dd;D;2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.5_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_F.5;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Dendrobaena octaedra;epigeic;;155.62
2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.5_B-NA_P-NA;date:2012-06-18T00:00:00:yyyy-MM-dd;D;2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.5_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_F.5;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Lumbricus rubellus;epigeic;;84.88
2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.5_B-NA_P-NA;date:2012-06-18T00:00:00:yyyy-MM-dd;D;2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.5_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_F.5;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Octolasion lacteum;endogeic;;28.29
2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.6_B-NA_P-NA;date:2012-06-18T00:00:00:yyyy-MM-dd;D;2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.6_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_F.6;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Aporrectodea;NA;;28.29
2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.6_B-NA_P-NA;date:2012-06-18T00:00:00:yyyy-MM-dd;D;2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.6_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_F.6;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Dendrobaena octaedra;epigeic;;113.18
2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.6_B-NA_P-NA;date:2012-06-18T00:00:00:yyyy-MM-dd;D;2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.6_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_F.6;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Lumbricus rubellus;epigeic;;42.44
2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.6_B-NA_P-NA;date:2012-06-18T00:00:00:yyyy-MM-dd;D;2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.6_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_F.6;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Octolasion lacteum;endogeic;;28.29
2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.7_B-NA_P-NA;date:2012-06-18T00:00:00:yyyy-MM-dd;D;2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.7_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_F.7;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Aporrectodea;NA;;56.59
2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.7_B-NA_P-NA;date:2012-06-18T00:00:00:yyyy-MM-dd;D;2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.7_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_F.7;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Lumbricus rubellus;epigeic;;70.74
2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.7_B-NA_P-NA;date:2012-06-18T00:00:00:yyyy-MM-dd;D;2012-06-18-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_F.7_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_F.7;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Octolasion lacteum;endogeic;;14.15
2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.1_B-NA_P-NA;date:2012-07-17T00:00:00:yyyy-MM-dd;D;2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.1_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_G.1;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Lumbricus rubellus;epigeic;;42.44
2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.2_B-NA_P-NA;date:2012-07-17T00:00:00:yyyy-MM-dd;D;2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.2_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_G.2;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Aporrectodea;NA;;28.29
2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.2_B-NA_P-NA;date:2012-07-17T00:00:00:yyyy-MM-dd;D;2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.2_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_G.2;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Lumbricus rubellus;epigeic;;14.15
2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.2_B-NA_P-NA;date:2012-07-17T00:00:00:yyyy-MM-dd;D;2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.2_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_G.2;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Octolasion lacteum;endogeic;;70.74
2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.3_B-NA_P-NA;date:2012-07-17T00:00:00:yyyy-MM-dd;D;2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.3_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_G.3;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Aporrectodea;NA;;14.15
2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.3_B-NA_P-NA;date:2012-07-17T00:00:00:yyyy-MM-dd;D;2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.3_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_G.3;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Lumbricus rubellus;epigeic;;84.88
2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.3_B-NA_P-NA;date:2012-07-17T00:00:00:yyyy-MM-dd;D;2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.3_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_G.3;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Octolasion lacteum;endogeic;;28.29
2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.4_B-NA_P-NA;date:2012-07-17T00:00:00:yyyy-MM-dd;D;2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.4_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_G.4;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Aporrectodea;NA;;56.59
2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.4_B-NA_P-NA;date:2012-07-17T00:00:00:yyyy-MM-dd;D;2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.4_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_G.4;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Lumbricus rubellus;epigeic;;56.59
2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.5_B-NA_P-NA;date:2012-07-17T00:00:00:yyyy-MM-dd;D;2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.5_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_G.5;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Aporrectodea;NA;;14.15
2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.5_B-NA_P-NA;date:2012-07-17T00:00:00:yyyy-MM-dd;D;2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.5_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_G.5;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Dendrobaena octaedra;epigeic;;28.29
2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.5_B-NA_P-NA;date:2012-07-17T00:00:00:yyyy-MM-dd;D;2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.5_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_G.5;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Lumbricus rubellus;epigeic;;84.88
2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.5_B-NA_P-NA;date:2012-07-17T00:00:00:yyyy-MM-dd;D;2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.5_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_G.5;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Octolasion lacteum;endogeic;;56.59
2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.6_B-NA_P-NA;date:2012-07-17T00:00:00:yyyy-MM-dd;D;2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.6_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_G.6;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Aporrectodea;NA;;14.15
2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.6_B-NA_P-NA;date:2012-07-17T00:00:00:yyyy-MM-dd;D;2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.6_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_G.6;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Lumbricus rubellus;epigeic;;14.15
2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.6_B-NA_P-NA;date:2012-07-17T00:00:00:yyyy-MM-dd;D;2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.6_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_G.6;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Octolasion lacteum;endogeic;;42.44
2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.7_B-NA_P-NA;date:2012-07-17T00:00:00:yyyy-MM-dd;D;2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.7_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_G.7;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Aporrectodea;NA;;28.29
2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.7_B-NA_P-NA;date:2012-07-17T00:00:00:yyyy-MM-dd;D;2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.7_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_G.7;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Dendrobaena octaedra;epigeic;;14.15
2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.7_B-NA_P-NA;date:2012-07-17T00:00:00:yyyy-MM-dd;D;2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.7_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_G.7;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Lumbricus rubellus;epigeic;;14.15
2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.7_B-NA_P-NA;date:2012-07-17T00:00:00:yyyy-MM-dd;D;2012-07-17-D_AT_AlpineMacrofaunaDataCollection_F-STU-kMM-01_2012_G.7_B-NA_P-NA_Data Macrofauna;STU-kMM-01_2012_G.7;F;NA;B;NA;P;AT;alpinemacrofaunadatacollection;;Data Macrofauna;;Octolasion lacteum;endogeic;;14.15
