id_sampling_point;date_sample_collection;precision_date;id_level_1;level_1_scale_obs;id_level_2;level_2_scale_obs;id_level_3;level_3_scale_obs;id_sample;acari_20;data_type;country_code;main_prog_name;additional_name;other_bfs;ab_araneae;araneae_01;araneae_05;diplura_20;diptera_01;isopoda_10;protura_20;diptera_l10;symphyla_20;ab_chilopoda;ab_diplopoda;chilopoda_10;chilopoda_20;diplopoda_10;diplopoda_20;hemiptera_01;opiliones_10;pauropoda_20;ab_coleoptera;ab_collembola;coleoptera_01;coleoptera_05;coleoptera_10;coleoptera_15;coleoptera_20;collembola_01;collembola_02;collembola_04;collembola_06;collembola_08;collembola_10;collembola_20;dermaptera_01;embioptera_10;palpigradi_20;psocoptera_01;ab_hymenoptera;coleoptera_l10;hymenoptera_01;hymenoptera_05;pseudoscorp_20;hymenoptera_l10;hymenoptera_number_taxa;ab_enchytreids_abundance;mesofauna_number_species;enchytreids_number_species;enchytreids_k_strategist_abundance;enchytreids_r_strategist_abundance;thysanoptera_01;acari_number_taxa;list_of_other_bfs;type_of_the_sample;soil_type_wrb;wrb_version;soil_taxonomy_version;soil_type_in_soil_taxonomy;name_local_soil_classification;soil_type_in_a_local_classification;ph_method;ph_mean;cec_mean;caco3;texture;texture_triangle;sand;sand_limit;silt;silt_limit;clay_limit;bottom_depth_of_top_layer;carbon_azote_ratio_mean;soc_mean;som_mean;soil_sample_depth;bulk_density;soil_analysis_sample_mass;soil_humidity;soil_total_depth;phosphorus_total;landuse_1_year_ago;landuse_2_years_ago;landuse_3_year_ago;landuse_4_year_ago;landuse_5_years_ago;landuse_6_years_ago;crop_1;crop_2;crop_3;farming_system;tillage_method;tillage_season;tillage_system;type_main_crop;tillage_depth;publication_year;project_acronym;project_name;reference_to_programme;contributor_name;contributor_email;contributor_instit;data_owner;dataset_title;literature_title;doi;journal_name;book_title;source_type;volume_number;scale_project;spacial_level;study_landuse;experimental_type;total_experiment_duration;experiment_duration_mean;date_start_experiment;date_end_experiment
2015-04-01_M_AT_VineDivers_T_VD_5_block_H_pitfall_P_3;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_5;T;H_pitfall;block;3;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.495;;4.888999939;;;60.71699;;30.23267;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_5_block_H_pitfall_P_4;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_5;T;H_pitfall;block;4;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.495;;4.888999939;;;60.71699;;30.23267;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_5_block_H_pitfall_P_5;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_5;T;H_pitfall;block;5;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.495;;4.888999939;;;60.71699;;30.23267;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_5_block_H_pitfall_P_6;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_5;T;H_pitfall;block;6;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.495;;4.888999939;;;60.71699;;30.23267;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_5_block_H_soil_P_2;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_5;T;H_soil;block;2;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;783471.074380165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.495;;4.888999939;;;60.71699;;30.23267;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_5_block_H_soil_P_3;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_5;T;H_soil;block;3;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;390082.644628099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.495;;4.888999939;;;60.71699;;30.23267;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_5_block_H_soil_P_5;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_5;T;H_soil;block;5;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;386776.859504132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.495;;4.888999939;;;60.71699;;30.23267;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_5_block_H_soil_P_6;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_5;T;H_soil;block;6;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;188429.752066116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.495;;4.888999939;;;60.71699;;30.23267;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_6_block_L_pitfall_P_1;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_6;T;L_pitfall;block;1;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.5925;;15.47599983;;;19.355507;;57.7201;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_6_block_L_pitfall_P_2;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_6;T;L_pitfall;block;2;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.5925;;15.47599983;;;19.355507;;57.7201;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_6_block_L_pitfall_P_3;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_6;T;L_pitfall;block;3;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.5925;;15.47599983;;;19.355507;;57.7201;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_6_block_L_pitfall_P_4;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_6;T;L_pitfall;block;4;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.5925;;15.47599983;;;19.355507;;57.7201;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_6_block_L_pitfall_P_5;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_6;T;L_pitfall;block;5;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.5925;;15.47599983;;;19.355507;;57.7201;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_6_block_L_pitfall_P_6;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_6;T;L_pitfall;block;6;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.5925;;15.47599983;;;19.355507;;57.7201;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_1;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_6;T;L_soil;block;1;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;251239.669421488;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.5925;;15.47599983;;;19.355507;;57.7201;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_3;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_6;T;L_soil;block;3;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;330578.512396694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.5925;;15.47599983;;;19.355507;;57.7201;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_5;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_6;T;L_soil;block;5;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;522314.049586777;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.5925;;15.47599983;;;19.355507;;57.7201;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_6_block_L_soil_P_6;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_6;T;L_soil;block;6;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;495867.768595041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.5925;;15.47599983;;;19.355507;;57.7201;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_7_block_L_pitfall_P_1;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_7;T;L_pitfall;block;1;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.545;;33.86500168;;;24.679987;;61.07215;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_7_block_L_pitfall_P_2;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_7;T;L_pitfall;block;2;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.545;;33.86500168;;;24.679987;;61.07215;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_7_block_L_pitfall_P_3;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_7;T;L_pitfall;block;3;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.545;;33.86500168;;;24.679987;;61.07215;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_7_block_L_pitfall_P_4;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_7;T;L_pitfall;block;4;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.545;;33.86500168;;;24.679987;;61.07215;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_7_block_L_pitfall_P_5;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_7;T;L_pitfall;block;5;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.545;;33.86500168;;;24.679987;;61.07215;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_7_block_L_pitfall_P_6;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_7;T;L_pitfall;block;6;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.545;;33.86500168;;;24.679987;;61.07215;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_1;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_7;T;L_soil;block;1;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;228099.173553719;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.545;;33.86500168;;;24.679987;;61.07215;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_2;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_7;T;L_soil;block;2;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;310743.801652893;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.545;;33.86500168;;;24.679987;;61.07215;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_3;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_7;T;L_soil;block;3;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;254545.454545455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.545;;33.86500168;;;24.679987;;61.07215;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_7_block_L_soil_P_4;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_7;T;L_soil;block;4;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;337190.082644628;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.545;;33.86500168;;;24.679987;;61.07215;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_8_block_L_pitfall_P_1;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_8;T;L_pitfall;block;1;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.565;;9.963000298;;;28.094982;;48.75365;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_8_block_L_pitfall_P_2;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_8;T;L_pitfall;block;2;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.565;;9.963000298;;;28.094982;;48.75365;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_8_block_L_pitfall_P_3;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_8;T;L_pitfall;block;3;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.565;;9.963000298;;;28.094982;;48.75365;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_8_block_L_pitfall_P_4;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_8;T;L_pitfall;block;4;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.565;;9.963000298;;;28.094982;;48.75365;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_8_block_L_pitfall_P_5;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_8;T;L_pitfall;block;5;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.565;;9.963000298;;;28.094982;;48.75365;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_8_block_L_pitfall_P_6;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_8;T;L_pitfall;block;6;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.565;;9.963000298;;;28.094982;;48.75365;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_8_block_L_soil_P_1;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_8;T;L_soil;block;1;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;155371.900826446;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.565;;9.963000298;;;28.094982;;48.75365;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_8_block_L_soil_P_2;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_8;T;L_soil;block;2;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;29752.0661157025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.565;;9.963000298;;;28.094982;;48.75365;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_8_block_L_soil_P_5;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_8;T;L_soil;block;5;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;46280.9917355372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.565;;9.963000298;;;28.094982;;48.75365;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_8_block_L_soil_P_6;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_8;T;L_soil;block;6;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;23140.4958677686;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.565;;9.963000298;;;28.094982;;48.75365;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_2;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_9;T;H_pitfall;block;2;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.66;;23.92000008;;;18.637999;;63.76102;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_3;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_9;T;H_pitfall;block;3;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.66;;23.92000008;;;18.637999;;63.76102;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_4;date:2015-04-01T00:00:00:yyyy-MM-dd;M;VD_9;T;H_pitfall;block;4;P;;;Data mesofauna;AT;vinedivers;;;;;;;;;;;;;;;;;;;;;;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.66;;23.92000008;;;18.637999;;63.76102;;;;;;;;;;;;;;;;;;;grape_vitis_vinifera;;;conventional_farming;;spring;conventional_tillage;perennial;;;VineDivers;VineDivers;;Johann Zaller;johann.zaller@boku.ac.at;;Johann Zaller;;;;;;;;;;permanent_crops;;;;;
