id_sampling_point;date_sample_collect;precision_date;country_code;main_prog_name;additional_name;level_1_scale_obs;id_level_1;level_2_scale_obs;id_level_2;level_3_scale_obs;id_level_3;id_sample;data_type;date_start_experiment;date_end_experiment;longitude;latitude;altitude;study_landuse;experimental_type;total_experiment_duration;experiment_duration_mean;mean_temperature_of_the_day;source_of_climate_data;year_precipitation;air_humidity
2018-08-07-D_SE_EcoBeans_F-PJP-V_B-NA_P-1;date:2018-08-07T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;PJP-V;B;NA;P;1;2018-08-07-D_SE_EcoBeans_F-PJP-V_B-NA_P-1_Metadata Study;Metadata Study;;;13.81487;55.70153;;arable_land;field;;;;;;
2018-08-07-D_SE_EcoBeans_F-PJP-V_B-NA_P-2;date:2018-08-07T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;PJP-V;B;NA;P;2;2018-08-07-D_SE_EcoBeans_F-PJP-V_B-NA_P-2_Metadata Study;Metadata Study;;;13.81487;55.70153;;arable_land;field;;;;;;
2018-08-07-D_SE_EcoBeans_F-PJP-V_B-NA_P-3;date:2018-08-07T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;PJP-V;B;NA;P;3;2018-08-07-D_SE_EcoBeans_F-PJP-V_B-NA_P-3_Metadata Study;Metadata Study;;;13.81487;55.70153;;arable_land;field;;;;;;
2018-08-07-D_SE_EcoBeans_F-PJP-V_B-NA_P-4;date:2018-08-07T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;PJP-V;B;NA;P;4;2018-08-07-D_SE_EcoBeans_F-PJP-V_B-NA_P-4_Metadata Study;Metadata Study;;;13.81487;55.70153;;arable_land;field;;;;;;
2018-08-07-D_SE_EcoBeans_F-PJP-V_B-NA_P-5;date:2018-08-07T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;PJP-V;B;NA;P;5;2018-08-07-D_SE_EcoBeans_F-PJP-V_B-NA_P-5_Metadata Study;Metadata Study;;;13.81487;55.70153;;arable_land;field;;;;;;
2018-08-07-D_SE_EcoBeans_F-PJP-V_B-NA_P-6;date:2018-08-07T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;PJP-V;B;NA;P;6;2018-08-07-D_SE_EcoBeans_F-PJP-V_B-NA_P-6_Metadata Study;Metadata Study;;;13.81487;55.70153;;arable_land;field;;;;;;
2018-08-07-D_SE_EcoBeans_F-PJP-V_B-NA_P-7;date:2018-08-07T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;PJP-V;B;NA;P;7;2018-08-07-D_SE_EcoBeans_F-PJP-V_B-NA_P-7_Metadata Study;Metadata Study;;;13.81487;55.70153;;arable_land;field;;;;;;
2018-08-07-D_SE_EcoBeans_F-PJP-V_B-NA_P-8;date:2018-08-07T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;PJP-V;B;NA;P;8;2018-08-07-D_SE_EcoBeans_F-PJP-V_B-NA_P-8_Metadata Study;Metadata Study;;;13.81487;55.70153;;arable_land;field;;;;;;
2018-08-07-D_SE_EcoBeans_F-PJP-V_B-NA_P-9;date:2018-08-07T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;PJP-V;B;NA;P;9;2018-08-07-D_SE_EcoBeans_F-PJP-V_B-NA_P-9_Metadata Study;Metadata Study;;;13.81487;55.70153;;arable_land;field;;;;;;
2018-08-07-D_SE_EcoBeans_F-PJP-V_B-NA_P-10;date:2018-08-07T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;PJP-V;B;NA;P;10;2018-08-07-D_SE_EcoBeans_F-PJP-V_B-NA_P-10_Metadata Study;Metadata Study;;;13.81487;55.70153;;arable_land;field;;;;;;
2018-08-07-D_SE_EcoBeans_F-PJP-M_B-NA_P-1;date:2018-08-07T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;PJP-M;B;NA;P;1;2018-08-07-D_SE_EcoBeans_F-PJP-M_B-NA_P-1_Metadata Study;Metadata Study;;;13.96688;55.66635;;arable_land;field;;;;;;
2018-08-07-D_SE_EcoBeans_F-PJP-M_B-NA_P-2;date:2018-08-07T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;PJP-M;B;NA;P;2;2018-08-07-D_SE_EcoBeans_F-PJP-M_B-NA_P-2_Metadata Study;Metadata Study;;;13.96688;55.66635;;arable_land;field;;;;;;
2018-08-07-D_SE_EcoBeans_F-PJP-M_B-NA_P-3;date:2018-08-07T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;PJP-M;B;NA;P;3;2018-08-07-D_SE_EcoBeans_F-PJP-M_B-NA_P-3_Metadata Study;Metadata Study;;;13.96688;55.66635;;arable_land;field;;;;;;
2018-08-07-D_SE_EcoBeans_F-PJP-M_B-NA_P-4;date:2018-08-07T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;PJP-M;B;NA;P;4;2018-08-07-D_SE_EcoBeans_F-PJP-M_B-NA_P-4_Metadata Study;Metadata Study;;;13.96688;55.66635;;arable_land;field;;;;;;
2018-08-07-D_SE_EcoBeans_F-PJP-M_B-NA_P-5;date:2018-08-07T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;PJP-M;B;NA;P;5;2018-08-07-D_SE_EcoBeans_F-PJP-M_B-NA_P-5_Metadata Study;Metadata Study;;;13.96688;55.66635;;arable_land;field;;;;;;
2018-08-07-D_SE_EcoBeans_F-PJP-M_B-NA_P-6;date:2018-08-07T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;PJP-M;B;NA;P;6;2018-08-07-D_SE_EcoBeans_F-PJP-M_B-NA_P-6_Metadata Study;Metadata Study;;;13.96688;55.66635;;arable_land;field;;;;;;
2018-08-07-D_SE_EcoBeans_F-PJP-M_B-NA_P-7;date:2018-08-07T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;PJP-M;B;NA;P;7;2018-08-07-D_SE_EcoBeans_F-PJP-M_B-NA_P-7_Metadata Study;Metadata Study;;;13.96688;55.66635;;arable_land;field;;;;;;
2018-08-07-D_SE_EcoBeans_F-PJP-M_B-NA_P-8;date:2018-08-07T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;PJP-M;B;NA;P;8;2018-08-07-D_SE_EcoBeans_F-PJP-M_B-NA_P-8_Metadata Study;Metadata Study;;;13.96688;55.66635;;arable_land;field;;;;;;
2018-08-07-D_SE_EcoBeans_F-PJP-M_B-NA_P-9;date:2018-08-07T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;PJP-M;B;NA;P;9;2018-08-07-D_SE_EcoBeans_F-PJP-M_B-NA_P-9_Metadata Study;Metadata Study;;;13.96688;55.66635;;arable_land;field;;;;;;
2018-08-07-D_SE_EcoBeans_F-PJP-M_B-NA_P-10;date:2018-08-07T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;PJP-M;B;NA;P;10;2018-08-07-D_SE_EcoBeans_F-PJP-M_B-NA_P-10_Metadata Study;Metadata Study;;;13.96688;55.66635;;arable_land;field;;;;;;
2018-08-09-D_SE_EcoBeans_F-JS_B-NA_P-1;date:2018-08-09T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;JS;B;NA;P;1;2018-08-09-D_SE_EcoBeans_F-JS_B-NA_P-1_Metadata Study;Metadata Study;;;13.68973;55.74811;;arable_land;field;;;;;;
2018-08-09-D_SE_EcoBeans_F-JS_B-NA_P-2;date:2018-08-09T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;JS;B;NA;P;2;2018-08-09-D_SE_EcoBeans_F-JS_B-NA_P-2_Metadata Study;Metadata Study;;;13.68973;55.74811;;arable_land;field;;;;;;
2018-08-09-D_SE_EcoBeans_F-JS_B-NA_P-3;date:2018-08-09T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;JS;B;NA;P;3;2018-08-09-D_SE_EcoBeans_F-JS_B-NA_P-3_Metadata Study;Metadata Study;;;13.68973;55.74811;;arable_land;field;;;;;;
2018-08-09-D_SE_EcoBeans_F-JS_B-NA_P-4;date:2018-08-09T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;JS;B;NA;P;4;2018-08-09-D_SE_EcoBeans_F-JS_B-NA_P-4_Metadata Study;Metadata Study;;;13.68973;55.74811;;arable_land;field;;;;;;
2018-08-09-D_SE_EcoBeans_F-JS_B-NA_P-5;date:2018-08-09T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;JS;B;NA;P;5;2018-08-09-D_SE_EcoBeans_F-JS_B-NA_P-5_Metadata Study;Metadata Study;;;13.68973;55.74811;;arable_land;field;;;;;;
2018-08-09-D_SE_EcoBeans_F-JS_B-NA_P-6;date:2018-08-09T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;JS;B;NA;P;6;2018-08-09-D_SE_EcoBeans_F-JS_B-NA_P-6_Metadata Study;Metadata Study;;;13.68973;55.74811;;arable_land;field;;;;;;
2018-08-09-D_SE_EcoBeans_F-JS_B-NA_P-7;date:2018-08-09T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;JS;B;NA;P;7;2018-08-09-D_SE_EcoBeans_F-JS_B-NA_P-7_Metadata Study;Metadata Study;;;13.68973;55.74811;;arable_land;field;;;;;;
2018-08-09-D_SE_EcoBeans_F-JS_B-NA_P-8;date:2018-08-09T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;JS;B;NA;P;8;2018-08-09-D_SE_EcoBeans_F-JS_B-NA_P-8_Metadata Study;Metadata Study;;;13.68973;55.74811;;arable_land;field;;;;;;
2018-08-09-D_SE_EcoBeans_F-JS_B-NA_P-9;date:2018-08-09T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;JS;B;NA;P;9;2018-08-09-D_SE_EcoBeans_F-JS_B-NA_P-9_Metadata Study;Metadata Study;;;13.68973;55.74811;;arable_land;field;;;;;;
2018-08-09-D_SE_EcoBeans_F-JS_B-NA_P-10;date:2018-08-09T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;JS;B;NA;P;10;2018-08-09-D_SE_EcoBeans_F-JS_B-NA_P-10_Metadata Study;Metadata Study;;;13.68973;55.74811;;arable_land;field;;;;;;
2018-08-09-D_SE_EcoBeans_F-JM_B-NA_P-1;date:2018-08-09T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;JM;B;NA;P;1;2018-08-09-D_SE_EcoBeans_F-JM_B-NA_P-1_Metadata Study;Metadata Study;;;13.24865;55.66606;;arable_land;field;;;;;;
2018-08-09-D_SE_EcoBeans_F-JM_B-NA_P-2;date:2018-08-09T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;JM;B;NA;P;2;2018-08-09-D_SE_EcoBeans_F-JM_B-NA_P-2_Metadata Study;Metadata Study;;;13.24865;55.66606;;arable_land;field;;;;;;
2018-08-09-D_SE_EcoBeans_F-JM_B-NA_P-3;date:2018-08-09T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;JM;B;NA;P;3;2018-08-09-D_SE_EcoBeans_F-JM_B-NA_P-3_Metadata Study;Metadata Study;;;13.24865;55.66606;;arable_land;field;;;;;;
2018-08-09-D_SE_EcoBeans_F-JM_B-NA_P-4;date:2018-08-09T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;JM;B;NA;P;4;2018-08-09-D_SE_EcoBeans_F-JM_B-NA_P-4_Metadata Study;Metadata Study;;;13.24865;55.66606;;arable_land;field;;;;;;
2018-08-09-D_SE_EcoBeans_F-JM_B-NA_P-5;date:2018-08-09T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;JM;B;NA;P;5;2018-08-09-D_SE_EcoBeans_F-JM_B-NA_P-5_Metadata Study;Metadata Study;;;13.24865;55.66606;;arable_land;field;;;;;;
2018-08-09-D_SE_EcoBeans_F-JM_B-NA_P-6;date:2018-08-09T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;JM;B;NA;P;6;2018-08-09-D_SE_EcoBeans_F-JM_B-NA_P-6_Metadata Study;Metadata Study;;;13.24865;55.66606;;arable_land;field;;;;;;
2018-08-09-D_SE_EcoBeans_F-JM_B-NA_P-7;date:2018-08-09T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;JM;B;NA;P;7;2018-08-09-D_SE_EcoBeans_F-JM_B-NA_P-7_Metadata Study;Metadata Study;;;13.24865;55.66606;;arable_land;field;;;;;;
2018-08-09-D_SE_EcoBeans_F-JM_B-NA_P-8;date:2018-08-09T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;JM;B;NA;P;8;2018-08-09-D_SE_EcoBeans_F-JM_B-NA_P-8_Metadata Study;Metadata Study;;;13.24865;55.66606;;arable_land;field;;;;;;
2018-08-09-D_SE_EcoBeans_F-JM_B-NA_P-9;date:2018-08-09T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;JM;B;NA;P;9;2018-08-09-D_SE_EcoBeans_F-JM_B-NA_P-9_Metadata Study;Metadata Study;;;13.24865;55.66606;;arable_land;field;;;;;;
2018-08-09-D_SE_EcoBeans_F-JM_B-NA_P-10;date:2018-08-09T00:00:00:yyyy-MM-dd;D;SE;ecobeans;;F;JM;B;NA;P;10;2018-08-09-D_SE_EcoBeans_F-JM_B-NA_P-10_Metadata Study;Metadata Study;;;13.24865;55.66606;;arable_land;field;;;;;;
2011-10-18_D_NL_EcoFinders_F_TW1;date:2011-10-18T00:00:00:yyyy-MM-dd;D;NL;ecofinders;Morrien-etal-2017;F;TW1;no;NA;;NA;NA;NA;2002-01-01;2011-10-18;5.752222;52.0025;;grass_land;field;108;;;;;
2018-06-05-D_SE_MonitoringPilot_F-S1_B-NA_P-NA;date:2018-06-05T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;S1;B;NA;P;NA;2018-06-05-D_SE_MonitoringPilot_F-S1_B-NA_P-NA_Metadata Study;Metadata Study;;;13.402518;55.451733;;arable_land;field;;;;;;
2018-06-05-D_SE_MonitoringPilot_F-S2_B-NA_P-NA;date:2018-06-05T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;S2;B;NA;P;NA;2018-06-05-D_SE_MonitoringPilot_F-S2_B-NA_P-NA_Metadata Study;Metadata Study;;;13.535505;55.44497;;arable_land;field;;;;;;
2018-06-06-D_SE_MonitoringPilot_F-S3_B-NA_P-NA;date:2018-06-06T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;S3;B;NA;P;NA;2018-06-06-D_SE_MonitoringPilot_F-S3_B-NA_P-NA_Metadata Study;Metadata Study;;;13.551942;55.48906;;arable_land;field;;;;;;
2018-06-06-D_SE_MonitoringPilot_F-S4_B-NA_P-NA;date:2018-06-06T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;S4;B;NA;P;NA;2018-06-06-D_SE_MonitoringPilot_F-S4_B-NA_P-NA_Metadata Study;Metadata Study;;;13.553184;55.490356;;arable_land;field;;;;;;
2018-06-07-D_SE_MonitoringPilot_F-S5_B-NA_P-NA;date:2018-06-07T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;S5;B;NA;P;NA;2018-06-07-D_SE_MonitoringPilot_F-S5_B-NA_P-NA_Metadata Study;Metadata Study;;;13.006088;55.404354;;arable_land;field;;;;;;
2018-06-07-D_SE_MonitoringPilot_F-S6_B-NA_P-NA;date:2018-06-07T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;S6;B;NA;P;NA;2018-06-07-D_SE_MonitoringPilot_F-S6_B-NA_P-NA_Metadata Study;Metadata Study;;;13.019288;55.398483;;arable_land;field;;;;;;
2018-06-08-D_SE_MonitoringPilot_F-S7_B-NA_P-NA;date:2018-06-08T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;S7;B;NA;P;NA;2018-06-08-D_SE_MonitoringPilot_F-S7_B-NA_P-NA_Metadata Study;Metadata Study;;;13.225197;55.37731;;arable_land;field;;;;;;
2018-06-08-D_SE_MonitoringPilot_F-S8_B-NA_P-NA;date:2018-06-08T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;S8;B;NA;P;NA;2018-06-08-D_SE_MonitoringPilot_F-S8_B-NA_P-NA_Metadata Study;Metadata Study;;;13.196872;55.400715;;arable_land;field;;;;;;
2018-06-09-D_SE_MonitoringPilot_F-S9_B-NA_P-NA;date:2018-06-09T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;S9;B;NA;P;NA;2018-06-09-D_SE_MonitoringPilot_F-S9_B-NA_P-NA_Metadata Study;Metadata Study;;;13.741514;55.451614;;arable_land;field;;;;;;
2018-06-09-D_SE_MonitoringPilot_F-S10_B-NA_P-NA;date:2018-06-09T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;S10;B;NA;P;NA;2018-06-09-D_SE_MonitoringPilot_F-S10_B-NA_P-NA_Metadata Study;Metadata Study;;;13.137386;55.39723;;arable_land;field;;;;;;
2018-06-10-D_SE_MonitoringPilot_F-S11_B-NA_P-NA;date:2018-06-10T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;S11;B;NA;P;NA;2018-06-10-D_SE_MonitoringPilot_F-S11_B-NA_P-NA_Metadata Study;Metadata Study;;;12.663084;56.15216;;arable_land;field;;;;;;
2018-06-10-D_SE_MonitoringPilot_F-S12_B-NA_P-NA;date:2018-06-10T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;S12;B;NA;P;NA;2018-06-10-D_SE_MonitoringPilot_F-S12_B-NA_P-NA_Metadata Study;Metadata Study;;;12.613985;56.1505;;arable_land;field;;;;;;
2018-06-11-D_SE_MonitoringPilot_F-S13_B-NA_P-NA;date:2018-06-11T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;S13;B;NA;P;NA;2018-06-11-D_SE_MonitoringPilot_F-S13_B-NA_P-NA_Metadata Study;Metadata Study;;;13.676769;55.425667;;arable_land;field;;;;;;
2018-06-11-D_SE_MonitoringPilot_F-S14_B-NA_P-NA;date:2018-06-11T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;S14;B;NA;P;NA;2018-06-11-D_SE_MonitoringPilot_F-S14_B-NA_P-NA_Metadata Study;Metadata Study;;;13.672114;55.42761;;arable_land;field;;;;;;
2018-06-12-D_SE_MonitoringPilot_F-S15_B-NA_P-NA;date:2018-06-12T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;S15;B;NA;P;NA;2018-06-12-D_SE_MonitoringPilot_F-S15_B-NA_P-NA_Metadata Study;Metadata Study;;;13.693472;55.466766;;arable_land;field;;;;;;
2018-06-12-D_SE_MonitoringPilot_F-S16_B-NA_P-NA;date:2018-06-12T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;S16;B;NA;P;NA;2018-06-12-D_SE_MonitoringPilot_F-S16_B-NA_P-NA_Metadata Study;Metadata Study;;;13.721181;55.454014;;arable_land;field;;;;;;
2018-06-13-D_SE_MonitoringPilot_F-S17_B-NA_P-NA;date:2018-06-13T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;S17;B;NA;P;NA;2018-06-13-D_SE_MonitoringPilot_F-S17_B-NA_P-NA_Metadata Study;Metadata Study;;;12.537161;56.26267;;arable_land;field;;;;;;
2018-06-13-D_SE_MonitoringPilot_F-S18_B-NA_P-NA;date:2018-06-13T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;S18;B;NA;P;NA;2018-06-13-D_SE_MonitoringPilot_F-S18_B-NA_P-NA_Metadata Study;Metadata Study;;;12.751786;56.13118;;arable_land;field;;;;;;
2018-06-14-D_SE_MonitoringPilot_F-S19_B-NA_P-NA;date:2018-06-14T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;S19;B;NA;P;NA;2018-06-14-D_SE_MonitoringPilot_F-S19_B-NA_P-NA_Metadata Study;Metadata Study;;;12.86652;56.08748;;arable_land;field;;;;;;
2018-06-14-D_SE_MonitoringPilot_F-S20_B-NA_P-NA;date:2018-06-14T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;S20;B;NA;P;NA;2018-06-14-D_SE_MonitoringPilot_F-S20_B-NA_P-NA_Metadata Study;Metadata Study;;;12.724666;56.172882;;arable_land;field;;;;;;
2018-06-25-D_SE_MonitoringPilot_F-U1_B-NA_P-NA;date:2018-06-25T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;U1;B;NA;P;NA;2018-06-25-D_SE_MonitoringPilot_F-U1_B-NA_P-NA_Metadata Study;Metadata Study;;;16.897812;59.77267;;arable_land;field;;;;;;
2018-06-25-D_SE_MonitoringPilot_F-U2_B-NA_P-NA;date:2018-06-25T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;U2;B;NA;P;NA;2018-06-25-D_SE_MonitoringPilot_F-U2_B-NA_P-NA_Metadata Study;Metadata Study;;;17.35119;59.66513;;arable_land;field;;;;;;
2018-06-26-D_SE_MonitoringPilot_F-U3_B-NA_P-NA;date:2018-06-26T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;U3;B;NA;P;NA;2018-06-26-D_SE_MonitoringPilot_F-U3_B-NA_P-NA_Metadata Study;Metadata Study;;;17.36672;59.64038;;arable_land;field;;;;;;
2018-06-26-D_SE_MonitoringPilot_F-U4_B-NA_P-NA;date:2018-06-26T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;U4;B;NA;P;NA;2018-06-26-D_SE_MonitoringPilot_F-U4_B-NA_P-NA_Metadata Study;Metadata Study;;;17.11811;59.5705;;arable_land;field;;;;;;
2018-06-27-D_SE_MonitoringPilot_F-U5_B-NA_P-NA;date:2018-06-27T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;U5;B;NA;P;NA;2018-06-27-D_SE_MonitoringPilot_F-U5_B-NA_P-NA_Metadata Study;Metadata Study;;;16.92432;59.6778;;arable_land;field;;;;;;
2018-06-27-D_SE_MonitoringPilot_F-U6_B-NA_P-NA;date:2018-06-27T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;U6;B;NA;P;NA;2018-06-27-D_SE_MonitoringPilot_F-U6_B-NA_P-NA_Metadata Study;Metadata Study;;;17.0142;59.59401;;arable_land;field;;;;;;
2018-06-28-D_SE_MonitoringPilot_F-U7_B-NA_P-NA;date:2018-06-28T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;U7;B;NA;P;NA;2018-06-28-D_SE_MonitoringPilot_F-U7_B-NA_P-NA_Metadata Study;Metadata Study;;;17.01439;59.59489;;arable_land;field;;;;;;
2018-07-02-D_SE_MonitoringPilot_F-U8_B-NA_P-NA;date:2018-07-02T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;U8;B;NA;P;NA;2018-07-02-D_SE_MonitoringPilot_F-U8_B-NA_P-NA_Metadata Study;Metadata Study;;;17.54579;59.39697;;arable_land;field;;;;;;
2018-07-03-D_SE_MonitoringPilot_F-U9_B-NA_P-NA;date:2018-07-03T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;U9;B;NA;P;NA;2018-07-03-D_SE_MonitoringPilot_F-U9_B-NA_P-NA_Metadata Study;Metadata Study;;;17.60616;59.92041;;arable_land;field;;;;;;
2018-07-03-D_SE_MonitoringPilot_F-U10_B-NA_P-NA;date:2018-07-03T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;U10;B;NA;P;NA;2018-07-03-D_SE_MonitoringPilot_F-U10_B-NA_P-NA_Metadata Study;Metadata Study;;;17.57689;60.01358;;arable_land;field;;;;;;
2018-06-28-D_SE_MonitoringPilot_F-U11_B-NA_P-NA;date:2018-06-28T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;U11;B;NA;P;NA;2018-06-28-D_SE_MonitoringPilot_F-U11_B-NA_P-NA_Metadata Study;Metadata Study;;;16.69208;59.87324;;arable_land;field;;;;;;
2018-06-29-D_SE_MonitoringPilot_F-U12_B-NA_P-NA;date:2018-06-29T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;U12;B;NA;P;NA;2018-06-29-D_SE_MonitoringPilot_F-U12_B-NA_P-NA_Metadata Study;Metadata Study;;;16.71115;59.83358;;arable_land;field;;;;;;
2018-06-29-D_SE_MonitoringPilot_F-U13_B-NA_P-NA;date:2018-06-29T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;U13;B;NA;P;NA;2018-06-29-D_SE_MonitoringPilot_F-U13_B-NA_P-NA_Metadata Study;Metadata Study;;;16.70944;59.83315;;arable_land;field;;;;;;
2018-07-02-D_SE_MonitoringPilot_F-U14_B-NA_P-NA;date:2018-07-02T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;U14;B;NA;P;NA;2018-07-02-D_SE_MonitoringPilot_F-U14_B-NA_P-NA_Metadata Study;Metadata Study;;;17.80611;59.63123;;arable_land;field;;;;;;
2018-07-05-D_SE_MonitoringPilot_F-U15_B-NA_P-NA;date:2018-07-05T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;U15;B;NA;P;NA;2018-07-05-D_SE_MonitoringPilot_F-U15_B-NA_P-NA_Metadata Study;Metadata Study;;;17.30183;59.57875;;arable_land;field;;;;;;
2018-07-04-D_SE_MonitoringPilot_F-U16_B-NA_P-NA;date:2018-07-04T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;U16;B;NA;P;NA;2018-07-04-D_SE_MonitoringPilot_F-U16_B-NA_P-NA_Metadata Study;Metadata Study;;;17.04712;59.54958;;arable_land;field;;;;;;
2018-07-04-D_SE_MonitoringPilot_F-U17_B-NA_P-NA;date:2018-07-04T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;U17;B;NA;P;NA;2018-07-04-D_SE_MonitoringPilot_F-U17_B-NA_P-NA_Metadata Study;Metadata Study;;;17.04923;59.54788;;arable_land;field;;;;;;
2018-07-05-D_SE_MonitoringPilot_F-U18_B-NA_P-NA;date:2018-07-05T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;U18;B;NA;P;NA;2018-07-05-D_SE_MonitoringPilot_F-U18_B-NA_P-NA_Metadata Study;Metadata Study;;;17.4106;59.69805;;arable_land;field;;;;;;
2018-07-06-D_SE_MonitoringPilot_F-U19_B-NA_P-NA;date:2018-07-06T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;U19;B;NA;P;NA;2018-07-06-D_SE_MonitoringPilot_F-U19_B-NA_P-NA_Metadata Study;Metadata Study;;;16.74608;59.92828;;arable_land;field;;;;;;
2018-07-06-D_SE_MonitoringPilot_F-U20_B-NA_P-NA;date:2018-07-06T00:00:00:yyyy-MM-dd;D;SE;monitoringpilot;;F;U20;B;NA;P;NA;2018-07-06-D_SE_MonitoringPilot_F-U20_B-NA_P-NA_Metadata Study;Metadata Study;;;17.66983;59.83883;;arable_land;field;;;;;;
2017-08-05-D_SE_R8-71B_T-A_B-1_P-1;date:2017-08-05T00:00:00:yyyy-MM-dd;D;SE;r871b;Offer;T;A;B;1;P;1;2017-08-05-D_SE_R8-71B_T-A_B-1_P-1_Metadata Study;Metadata Study;1956-01-01;2017-08-05;17.75;63.14;;arable_land;field;739;;;;;
2017-08-05-D_SE_R8-71B_T-A_B-1_P-2;date:2017-08-05T00:00:00:yyyy-MM-dd;D;SE;r871b;Offer;T;A;B;1;P;2;2017-08-05-D_SE_R8-71B_T-A_B-1_P-2_Metadata Study;Metadata Study;1956-01-01;2017-08-05;17.75;63.14;;arable_land;field;739;;;;;
2017-08-05-D_SE_R8-71B_T-A_B-1_P-3;date:2017-08-05T00:00:00:yyyy-MM-dd;D;SE;r871b;Offer;T;A;B;1;P;3;2017-08-05-D_SE_R8-71B_T-A_B-1_P-3_Metadata Study;Metadata Study;1956-01-01;2017-08-05;17.75;63.14;;arable_land;field;739;;;;;
