id_sampling_point;date_sample_collect;precision_date;id_level_1;id_level_2;id_level_3;level_1_scale_obs;level_2_scale_obs;level_3_scale_obs;country_code;main_prog_name;additional_name;data_type;id_sample;microfauna_extraction_method;microfauna_sampling_methodology_iso;microfauna_sampling_observation_method;asmicrofauna_sampled_area_for_each_subsample
2018-07-20-D_SE_R8-71B_T-D_B-2_P-2;date:2018-07-20T00:00:00:yyyy-MM-dd;D;D;2;2;T;B;P;SE;r871b;Offer;Metadata Microfauna;2018-07-20-D_SE_R8-71B_T-D_B-2_P-2_Metadata Microfauna;Baermann funnel;;corer;
2018-07-20-D_SE_R8-71B_T-D_B-2_P-3;date:2018-07-20T00:00:00:yyyy-MM-dd;D;D;2;3;T;B;P;SE;r871b;Offer;Metadata Microfauna;2018-07-20-D_SE_R8-71B_T-D_B-2_P-3_Metadata Microfauna;Baermann funnel;;corer;
2018-07-20-D_SE_R8-71B_T-D_B-2_P-4;date:2018-07-20T00:00:00:yyyy-MM-dd;D;D;2;4;T;B;P;SE;r871b;Offer;Metadata Microfauna;2018-07-20-D_SE_R8-71B_T-D_B-2_P-4_Metadata Microfauna;Baermann funnel;;corer;
2010-02-14_M_ES_Sanchez-Moreno_T_T;date:2010-02-14T00:00:00:yyyy-MM-dd;M;T;NA;NA;T;no;no;ES;sanchezmoreno;Study_area2;Metadata Microfauna;2010-02-14-M_ES_Sanchez-Moreno_T-T_no-NA_no-NA_Metadata Microfauna;Baermann funnel;;corer;
2010-02-14_M_ES_Sanchez-Moreno_T_NTH;date:2010-02-14T00:00:00:yyyy-MM-dd;M;NTH;NA;NA;T;no;no;ES;sanchezmoreno;Study_area2;Metadata Microfauna;2010-02-14-M_ES_Sanchez-Moreno_T-NTH_no-NA_no-NA_Metadata Microfauna;Baermann funnel;;corer;
2010-02-14_M_ES_Sanchez-Moreno_T_CH;date:2010-02-14T00:00:00:yyyy-MM-dd;M;CH;NA;NA;T;no;no;ES;sanchezmoreno;Study_area2;Metadata Microfauna;2010-02-14-M_ES_Sanchez-Moreno_T-CH_no-NA_no-NA_Metadata Microfauna;Baermann funnel;;corer;
2010-02-14_M_ES_Sanchez-Moreno_T_CM;date:2010-02-14T00:00:00:yyyy-MM-dd;M;CM;NA;NA;T;no;no;ES;sanchezmoreno;Study_area2;Metadata Microfauna;2010-02-14-M_ES_Sanchez-Moreno_T-CM_no-NA_no-NA_Metadata Microfauna;Baermann funnel;;corer;
2010-02-14_M_ES_Sanchez-Moreno_T_CMD;date:2010-02-14T00:00:00:yyyy-MM-dd;M;CMD;NA;NA;T;no;no;ES;sanchezmoreno;Study_area2;Metadata Microfauna;2010-02-14-M_ES_Sanchez-Moreno_T-CMD_no-NA_no-NA_Metadata Microfauna;Baermann funnel;;corer;
2017-06-12-D_SE_SLU1_T-A1_B-1_P-1;date:2017-06-12T00:00:00:yyyy-MM-dd;D;A1;1;1;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-12-D_SE_SLU1_T-A1_B-1_P-1_Metadata Microfauna;Baermann funnel;;corer;
2017-06-12-D_SE_SLU1_T-A1_B-1_P-2;date:2017-06-12T00:00:00:yyyy-MM-dd;D;A1;1;2;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-12-D_SE_SLU1_T-A1_B-1_P-2_Metadata Microfauna;Baermann funnel;;corer;
2017-06-12-D_SE_SLU1_T-A1_B-1_P-3;date:2017-06-12T00:00:00:yyyy-MM-dd;D;A1;1;3;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-12-D_SE_SLU1_T-A1_B-1_P-3_Metadata Microfauna;Baermann funnel;;corer;
2017-06-12-D_SE_SLU1_T-A1_B-1_P-4;date:2017-06-12T00:00:00:yyyy-MM-dd;D;A1;1;4;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-12-D_SE_SLU1_T-A1_B-1_P-4_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-A1_B-2_P-1;date:2017-06-13T00:00:00:yyyy-MM-dd;D;A1;2;1;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-A1_B-2_P-1_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-A1_B-2_P-2;date:2017-06-13T00:00:00:yyyy-MM-dd;D;A1;2;2;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-A1_B-2_P-2_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-A1_B-2_P-3;date:2017-06-13T00:00:00:yyyy-MM-dd;D;A1;2;3;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-A1_B-2_P-3_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-A1_B-2_P-4;date:2017-06-13T00:00:00:yyyy-MM-dd;D;A1;2;4;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-A1_B-2_P-4_Metadata Microfauna;Baermann funnel;;corer;
2017-06-15-D_SE_SLU1_T-A1_B-3_P-1;date:2017-06-15T00:00:00:yyyy-MM-dd;D;A1;3;1;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-15-D_SE_SLU1_T-A1_B-3_P-1_Metadata Microfauna;Baermann funnel;;corer;
2017-06-15-D_SE_SLU1_T-A1_B-3_P-2;date:2017-06-15T00:00:00:yyyy-MM-dd;D;A1;3;2;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-15-D_SE_SLU1_T-A1_B-3_P-2_Metadata Microfauna;Baermann funnel;;corer;
2017-06-15-D_SE_SLU1_T-A1_B-3_P-3;date:2017-06-15T00:00:00:yyyy-MM-dd;D;A1;3;3;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-15-D_SE_SLU1_T-A1_B-3_P-3_Metadata Microfauna;Baermann funnel;;corer;
2017-06-15-D_SE_SLU1_T-A1_B-3_P-4;date:2017-06-15T00:00:00:yyyy-MM-dd;D;A1;3;4;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-15-D_SE_SLU1_T-A1_B-3_P-4_Metadata Microfauna;Baermann funnel;;corer;
2017-06-12-D_SE_SLU1_T-A3_B-1_P-1;date:2017-06-12T00:00:00:yyyy-MM-dd;D;A3;1;1;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-12-D_SE_SLU1_T-A3_B-1_P-1_Metadata Microfauna;Baermann funnel;;corer;
2017-06-12-D_SE_SLU1_T-A3_B-1_P-2;date:2017-06-12T00:00:00:yyyy-MM-dd;D;A3;1;2;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-12-D_SE_SLU1_T-A3_B-1_P-2_Metadata Microfauna;Baermann funnel;;corer;
2017-06-12-D_SE_SLU1_T-A3_B-1_P-3;date:2017-06-12T00:00:00:yyyy-MM-dd;D;A3;1;3;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-12-D_SE_SLU1_T-A3_B-1_P-3_Metadata Microfauna;Baermann funnel;;corer;
2017-06-12-D_SE_SLU1_T-A3_B-1_P-4;date:2017-06-12T00:00:00:yyyy-MM-dd;D;A3;1;4;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-12-D_SE_SLU1_T-A3_B-1_P-4_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-A3_B-2_P-1;date:2017-06-13T00:00:00:yyyy-MM-dd;D;A3;2;1;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-A3_B-2_P-1_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-A3_B-2_P-2;date:2017-06-13T00:00:00:yyyy-MM-dd;D;A3;2;2;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-A3_B-2_P-2_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-A3_B-2_P-3;date:2017-06-13T00:00:00:yyyy-MM-dd;D;A3;2;3;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-A3_B-2_P-3_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-A3_B-2_P-4;date:2017-06-13T00:00:00:yyyy-MM-dd;D;A3;2;4;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-A3_B-2_P-4_Metadata Microfauna;Baermann funnel;;corer;
2017-06-15-D_SE_SLU1_T-A3_B-3_P-1;date:2017-06-15T00:00:00:yyyy-MM-dd;D;A3;3;1;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-15-D_SE_SLU1_T-A3_B-3_P-1_Metadata Microfauna;Baermann funnel;;corer;
2017-06-15-D_SE_SLU1_T-A3_B-3_P-2;date:2017-06-15T00:00:00:yyyy-MM-dd;D;A3;3;2;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-15-D_SE_SLU1_T-A3_B-3_P-2_Metadata Microfauna;Baermann funnel;;corer;
2017-06-15-D_SE_SLU1_T-A3_B-3_P-3;date:2017-06-15T00:00:00:yyyy-MM-dd;D;A3;3;3;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-15-D_SE_SLU1_T-A3_B-3_P-3_Metadata Microfauna;Baermann funnel;;corer;
2017-06-15-D_SE_SLU1_T-A3_B-3_P-4;date:2017-06-15T00:00:00:yyyy-MM-dd;D;A3;3;4;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-15-D_SE_SLU1_T-A3_B-3_P-4_Metadata Microfauna;Baermann funnel;;corer;
2017-06-12-D_SE_SLU1_T-A6_B-1_P-1;date:2017-06-12T00:00:00:yyyy-MM-dd;D;A6;1;1;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-12-D_SE_SLU1_T-A6_B-1_P-1_Metadata Microfauna;Baermann funnel;;corer;
2017-06-12-D_SE_SLU1_T-A6_B-1_P-2;date:2017-06-12T00:00:00:yyyy-MM-dd;D;A6;1;2;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-12-D_SE_SLU1_T-A6_B-1_P-2_Metadata Microfauna;Baermann funnel;;corer;
2017-06-12-D_SE_SLU1_T-A6_B-1_P-3;date:2017-06-12T00:00:00:yyyy-MM-dd;D;A6;1;3;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-12-D_SE_SLU1_T-A6_B-1_P-3_Metadata Microfauna;Baermann funnel;;corer;
2017-06-12-D_SE_SLU1_T-A6_B-1_P-4;date:2017-06-12T00:00:00:yyyy-MM-dd;D;A6;1;4;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-12-D_SE_SLU1_T-A6_B-1_P-4_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-A6_B-2_P-1;date:2017-06-13T00:00:00:yyyy-MM-dd;D;A6;2;1;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-A6_B-2_P-1_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-A6_B-2_P-2;date:2017-06-13T00:00:00:yyyy-MM-dd;D;A6;2;2;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-A6_B-2_P-2_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-A6_B-2_P-3;date:2017-06-13T00:00:00:yyyy-MM-dd;D;A6;2;3;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-A6_B-2_P-3_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-A6_B-2_P-4;date:2017-06-13T00:00:00:yyyy-MM-dd;D;A6;2;4;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-A6_B-2_P-4_Metadata Microfauna;Baermann funnel;;corer;
2017-06-15-D_SE_SLU1_T-A6_B-3_P-1;date:2017-06-15T00:00:00:yyyy-MM-dd;D;A6;3;1;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-15-D_SE_SLU1_T-A6_B-3_P-1_Metadata Microfauna;Baermann funnel;;corer;
2017-06-15-D_SE_SLU1_T-A6_B-3_P-2;date:2017-06-15T00:00:00:yyyy-MM-dd;D;A6;3;2;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-15-D_SE_SLU1_T-A6_B-3_P-2_Metadata Microfauna;Baermann funnel;;corer;
2017-06-15-D_SE_SLU1_T-A6_B-3_P-3;date:2017-06-15T00:00:00:yyyy-MM-dd;D;A6;3;3;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-15-D_SE_SLU1_T-A6_B-3_P-3_Metadata Microfauna;Baermann funnel;;corer;
2017-06-15-D_SE_SLU1_T-A6_B-3_P-4;date:2017-06-15T00:00:00:yyyy-MM-dd;D;A6;3;4;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-15-D_SE_SLU1_T-A6_B-3_P-4_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-B1_B-1_P-1;date:2017-06-13T00:00:00:yyyy-MM-dd;D;B1;1;1;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-B1_B-1_P-1_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-B1_B-1_P-2;date:2017-06-13T00:00:00:yyyy-MM-dd;D;B1;1;2;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-B1_B-1_P-2_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-B1_B-1_P-3;date:2017-06-13T00:00:00:yyyy-MM-dd;D;B1;1;3;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-B1_B-1_P-3_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-B1_B-1_P-4;date:2017-06-13T00:00:00:yyyy-MM-dd;D;B1;1;4;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-B1_B-1_P-4_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-B1_B-2_P-1;date:2017-06-13T00:00:00:yyyy-MM-dd;D;B1;2;1;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-B1_B-2_P-1_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-B1_B-2_P-2;date:2017-06-13T00:00:00:yyyy-MM-dd;D;B1;2;2;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-B1_B-2_P-2_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-B1_B-2_P-3;date:2017-06-13T00:00:00:yyyy-MM-dd;D;B1;2;3;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-B1_B-2_P-3_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-B1_B-2_P-4;date:2017-06-13T00:00:00:yyyy-MM-dd;D;B1;2;4;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-B1_B-2_P-4_Metadata Microfauna;Baermann funnel;;corer;
2017-06-15-D_SE_SLU1_T-B1_B-3_P-1;date:2017-06-15T00:00:00:yyyy-MM-dd;D;B1;3;1;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-15-D_SE_SLU1_T-B1_B-3_P-1_Metadata Microfauna;Baermann funnel;;corer;
2017-06-15-D_SE_SLU1_T-B1_B-3_P-2;date:2017-06-15T00:00:00:yyyy-MM-dd;D;B1;3;2;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-15-D_SE_SLU1_T-B1_B-3_P-2_Metadata Microfauna;Baermann funnel;;corer;
2017-06-15-D_SE_SLU1_T-B1_B-3_P-3;date:2017-06-15T00:00:00:yyyy-MM-dd;D;B1;3;3;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-15-D_SE_SLU1_T-B1_B-3_P-3_Metadata Microfauna;Baermann funnel;;corer;
2017-06-15-D_SE_SLU1_T-B1_B-3_P-4;date:2017-06-15T00:00:00:yyyy-MM-dd;D;B1;3;4;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-15-D_SE_SLU1_T-B1_B-3_P-4_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-B3_B-1_P-1;date:2017-06-13T00:00:00:yyyy-MM-dd;D;B3;1;1;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-B3_B-1_P-1_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-B3_B-1_P-2;date:2017-06-13T00:00:00:yyyy-MM-dd;D;B3;1;2;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-B3_B-1_P-2_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-B3_B-1_P-3;date:2017-06-13T00:00:00:yyyy-MM-dd;D;B3;1;3;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-B3_B-1_P-3_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-B3_B-1_P-4;date:2017-06-13T00:00:00:yyyy-MM-dd;D;B3;1;4;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-B3_B-1_P-4_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-B3_B-2_P-1;date:2017-06-13T00:00:00:yyyy-MM-dd;D;B3;2;1;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-B3_B-2_P-1_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-B3_B-2_P-2;date:2017-06-13T00:00:00:yyyy-MM-dd;D;B3;2;2;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-B3_B-2_P-2_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-B3_B-2_P-3;date:2017-06-13T00:00:00:yyyy-MM-dd;D;B3;2;3;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-B3_B-2_P-3_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-B3_B-2_P-4;date:2017-06-13T00:00:00:yyyy-MM-dd;D;B3;2;4;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-B3_B-2_P-4_Metadata Microfauna;Baermann funnel;;corer;
2017-06-15-D_SE_SLU1_T-B3_B-3_P-1;date:2017-06-15T00:00:00:yyyy-MM-dd;D;B3;3;1;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-15-D_SE_SLU1_T-B3_B-3_P-1_Metadata Microfauna;Baermann funnel;;corer;
2017-06-15-D_SE_SLU1_T-B3_B-3_P-2;date:2017-06-15T00:00:00:yyyy-MM-dd;D;B3;3;2;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-15-D_SE_SLU1_T-B3_B-3_P-2_Metadata Microfauna;Baermann funnel;;corer;
2017-06-15-D_SE_SLU1_T-B3_B-3_P-3;date:2017-06-15T00:00:00:yyyy-MM-dd;D;B3;3;3;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-15-D_SE_SLU1_T-B3_B-3_P-3_Metadata Microfauna;Baermann funnel;;corer;
2017-06-15-D_SE_SLU1_T-B3_B-3_P-4;date:2017-06-15T00:00:00:yyyy-MM-dd;D;B3;3;4;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-15-D_SE_SLU1_T-B3_B-3_P-4_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-B6_B-1_P-1;date:2017-06-13T00:00:00:yyyy-MM-dd;D;B6;1;1;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-B6_B-1_P-1_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-B6_B-1_P-2;date:2017-06-13T00:00:00:yyyy-MM-dd;D;B6;1;2;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-B6_B-1_P-2_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-B6_B-1_P-3;date:2017-06-13T00:00:00:yyyy-MM-dd;D;B6;1;3;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-B6_B-1_P-3_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-B6_B-1_P-4;date:2017-06-13T00:00:00:yyyy-MM-dd;D;B6;1;4;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-B6_B-1_P-4_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-B6_B-2_P-1;date:2017-06-13T00:00:00:yyyy-MM-dd;D;B6;2;1;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-B6_B-2_P-1_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-B6_B-2_P-2;date:2017-06-13T00:00:00:yyyy-MM-dd;D;B6;2;2;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-B6_B-2_P-2_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-B6_B-2_P-3;date:2017-06-13T00:00:00:yyyy-MM-dd;D;B6;2;3;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-B6_B-2_P-3_Metadata Microfauna;Baermann funnel;;corer;
2017-06-13-D_SE_SLU1_T-B6_B-2_P-4;date:2017-06-13T00:00:00:yyyy-MM-dd;D;B6;2;4;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-13-D_SE_SLU1_T-B6_B-2_P-4_Metadata Microfauna;Baermann funnel;;corer;
2017-06-15-D_SE_SLU1_T-B6_B-3_P-1;date:2017-06-15T00:00:00:yyyy-MM-dd;D;B6;3;1;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-15-D_SE_SLU1_T-B6_B-3_P-1_Metadata Microfauna;Baermann funnel;;corer;
2017-06-15-D_SE_SLU1_T-B6_B-3_P-2;date:2017-06-15T00:00:00:yyyy-MM-dd;D;B6;3;2;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-15-D_SE_SLU1_T-B6_B-3_P-2_Metadata Microfauna;Baermann funnel;;corer;
2017-06-15-D_SE_SLU1_T-B6_B-3_P-3;date:2017-06-15T00:00:00:yyyy-MM-dd;D;B6;3;3;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-15-D_SE_SLU1_T-B6_B-3_P-3_Metadata Microfauna;Baermann funnel;;corer;
2017-06-15-D_SE_SLU1_T-B6_B-3_P-4;date:2017-06-15T00:00:00:yyyy-MM-dd;D;B6;3;4;T;B;P;SE;slu1;R2-4140;Metadata Microfauna;2017-06-15-D_SE_SLU1_T-B6_B-3_P-4_Metadata Microfauna;Baermann funnel;;corer;
2011-10-18_D_NL_EcoFinders_F_TW1;date:2011-10-18T00:00:00:yyyy-MM-dd;D;TW1;NA;NA;F;no;;NL;ecofinders;Morrien-etal-2017;NA;NA;Elutriator;;corer;
2011-10-18_D_NL_EcoFinders_F_TW2;date:2011-10-18T00:00:00:yyyy-MM-dd;D;TW2;NA;NA;F;no;;NL;ecofinders;Morrien-etal-2017;NA;NA;Elutriator;;corer;
2011-10-18_D_NL_EcoFinders_F_TW3;date:2011-10-18T00:00:00:yyyy-MM-dd;D;TW3;NA;NA;F;no;;NL;ecofinders;Morrien-etal-2017;NA;NA;Elutriator;;corer;
2011-10-18_D_NL_EcoFinders_F_REY1;date:2011-10-18T00:00:00:yyyy-MM-dd;D;REY1;NA;NA;F;no;;NL;ecofinders;Morrien-etal-2017;NA;NA;Elutriator;;corer;
2011-10-18_D_NL_EcoFinders_F_REY2;date:2011-10-18T00:00:00:yyyy-MM-dd;D;REY2;NA;NA;F;no;;NL;ecofinders;Morrien-etal-2017;NA;NA;Elutriator;;corer;
2011-10-18_D_NL_EcoFinders_F_REY3;date:2011-10-18T00:00:00:yyyy-MM-dd;D;REY3;NA;NA;F;no;;NL;ecofinders;Morrien-etal-2017;NA;NA;Elutriator;;corer;
2011-10-18_D_NL_EcoFinders_F_OR1;date:2011-10-18T00:00:00:yyyy-MM-dd;D;OR1;NA;NA;F;no;;NL;ecofinders;Morrien-etal-2017;NA;NA;Elutriator;;corer;
2011-10-18_D_NL_EcoFinders_F_OR2;date:2011-10-18T00:00:00:yyyy-MM-dd;D;OR2;NA;NA;F;no;;NL;ecofinders;Morrien-etal-2017;NA;NA;Elutriator;;corer;
2011-10-18_D_NL_EcoFinders_F_OR3;date:2011-10-18T00:00:00:yyyy-MM-dd;D;OR3;NA;NA;F;no;;NL;ecofinders;Morrien-etal-2017;NA;NA;Elutriator;;corer;
2011-10-18_D_NL_EcoFinders_F_GR1;date:2011-10-18T00:00:00:yyyy-MM-dd;D;GR1;NA;NA;F;no;;NL;ecofinders;Morrien-etal-2017;NA;NA;Elutriator;;corer;
2011-10-18_D_NL_EcoFinders_F_DK1;date:2011-10-18T00:00:00:yyyy-MM-dd;D;DK1;NA;NA;F;no;;NL;ecofinders;Morrien-etal-2017;NA;NA;Elutriator;;corer;
2011-10-18_D_NL_EcoFinders_F_DK2;date:2011-10-18T00:00:00:yyyy-MM-dd;D;DK2;NA;NA;F;no;;NL;ecofinders;Morrien-etal-2017;NA;NA;Elutriator;;corer;
2011-10-18_D_NL_EcoFinders_F_BB1;date:2011-10-18T00:00:00:yyyy-MM-dd;D;BB1;NA;NA;F;no;;NL;ecofinders;Morrien-etal-2017;NA;NA;Elutriator;;corer;
2011-10-18_D_NL_EcoFinders_F_BB2;date:2011-10-18T00:00:00:yyyy-MM-dd;D;BB2;NA;NA;F;no;;NL;ecofinders;Morrien-etal-2017;NA;NA;Elutriator;;corer;
2011-10-18_D_NL_EcoFinders_F_BB3;date:2011-10-18T00:00:00:yyyy-MM-dd;D;BB3;NA;NA;F;no;;NL;ecofinders;Morrien-etal-2017;NA;NA;Elutriator;;corer;
2011-10-18_D_NL_EcoFinders_F_WV1;date:2011-10-18T00:00:00:yyyy-MM-dd;D;WV1;NA;NA;F;no;;NL;ecofinders;Morrien-etal-2017;NA;NA;Elutriator;;corer;
2011-10-18_D_NL_EcoFinders_F_WV2;date:2011-10-18T00:00:00:yyyy-MM-dd;D;WV2;NA;NA;F;no;;NL;ecofinders;Morrien-etal-2017;NA;NA;Elutriator;;corer;
2011-10-18_D_NL_EcoFinders_F_WV3;date:2011-10-18T00:00:00:yyyy-MM-dd;D;WV3;NA;NA;F;no;;NL;ecofinders;Morrien-etal-2017;NA;NA;Elutriator;;corer;
2011-10-18_D_NL_EcoFinders_F_NR2;date:2011-10-18T00:00:00:yyyy-MM-dd;D;NR2;NA;NA;F;no;;NL;ecofinders;Morrien-etal-2017;NA;NA;Elutriator;;corer;
